transaction_id,customer_ref,product_sku,product_category,qty,unit_price,currency,discount_pct,payment_method,transaction_datetime,store_channel,campaign_code
3a79af24-1601-4116-9b2e-e138b8e099f4,636,SKU-1183,Beauty,2,3107.23,THB,15.0,CASH,1719030623,Central World,NUA24
384b6490-be36-4d49-a884-d97a1bc25fc6,770,SKU-1027,Home & Living,3,1903.77,THB,15.0,CC,2024-07-19 16:33:15,Online, BTS24 
5f3d45bd-14e9-4316-8c3c-9e8f070bc565,210,SKU-1182,Beauty,1,791.88,THB,0.0,credit card,2024-06-21 12:32:49,Siam,
71a8cfd7-bfb7-485c-8367-d8eda53bbe65,377,SKU_1032,Electronics,1,2114.37,THB,15.0,Credit Card,2024-06-18 15:53:13,Central World, SP24 
a3923382-faab-40ca-a48a-c91daf31a5c4,551,SKU-1128,Sports,1,4855.79,THB,20.0,promptpay,2024-08-12 10:09:41,CTW,
3f966bc5-db22-4319-84d5-503e8f99a351,453,1076,Electronics,4,787.16,THB,5.0,Cash,2024-06-02 16:03:25,เอ็มควอเทียร์, NUA24 
9b0124d7-7ec6-445c-abae-c1a1d2a45f23,808,SKU-1067,Beauty,4,"4,646.15",THB,5.0,PromptPay,1721575489,เอ็มควอเทียร์,
fe92cb5a-8530-4a20-8dd3-d6031185161b,245,SKU_1101,Sports,2,"4,587.42",THB,15.0,cash,2024-08-04 16:40:23,Central World,
974485d6-fa49-4cd0-9b76-4d8fd482463e,,SKU-1176,Sports,5,637.59,THB,15.0,promptpay,2024-08-01 12:19:04,สยาม,nua24
722c5ab2-b66a-40e2-939a-324770dc317d,702,SKU-1168,Home & Living,1,"3,797.99",THB,15.0,CASH,2024-07-11 22:23:11,SIAM branch,nua24
386be50d-08bf-41c4-bc3c-b5c797f0bba3,439,SKU-1017,Fashion,3,"1,069.62",THB,15.0,CASH,2024-07-11 11:24:03,Web,
43149275-90a4-4116-a410-c0ca9c1e9131,,SKU_1026,Sports,4,"1,038.56",THB,0.0,QR,2024-06-22 22:00:27,Web,
059deac2-fd9b-4d71-be21-6c9e8a1806cf,603,SKU-1073,Fashion,5,2072.06,USD,15.0,CC,2024-07-29 14:45:19,EM,
c73a0c18-9c27-4ad5-b91e-a6c05045ed6c,387,SKU-1091,Fashion,5,3405.09,THB,5.0,QR/PromptPay,2024-07-13 09:04:20,ONLINE,BTS24
3c576f7f-8676-4f64-be73-e3fd5bbbef78,,SKU-1038,Beauty,1,2424.56,THB,15.0,Cash,2024-06-06 15:05:42,Siam,
469134d1-5d1c-4dd0-abbf-74e7aa0aa46e,459,SKU-1034,Home & Living,2,1732.55,THB,15.0,Cash,2024-06-08 18:35:26,สยาม,
2f88c60f-e4eb-4793-8c7d-5f743f4fa19b,95,SKU_1150,Home & Living,2,"3,183.66",THB,15.0,credit card,2024-06-16 18:05:54,เซ็นทรัลเวิลด์,
60a8d788-94b7-4407-8d0e-591c87c7dbab,448,SKU-1163,Beauty,1,3694.04,THB,5.0,PromptPay,1720611073,Central World,
2aafb711-319d-48cf-9c4f-7f95e3685b7c,575,1071,Electronics,1,"3,512.74",THB,5.0,LINE Pay,2024-08-22 20:11:14,Web,
eabe5f13-ba3f-4059-8f75-9f2c2b56beeb,385,SKU_1192,Sports,3,275.49,THB,0.0,Credit card,2024-08-04 17:42:20,ICONSIAM,
b0f4f334-1272-4a15-86b2-6626242ae5b5,732,1113,Home & Living,1,"2,136.83",THB,10.0,LINE Pay,2024-08-25 10:25:37,Icon Siam,nua24
468a9c31-f15c-4f86-a346-456a7ec84caa,124,SKU_1115,Sports,2,652.94,THB,10.0,LINE Pay,2024-06-25 15:49:44,EmQuartier,
51dcf611-9aaf-4bcc-8838-7d4b3eaf249c,351,1049,Beauty,3,420.33,THB,5.0,CC,2024-07-24 17:27:35,ONLINE,
3d1994cb-a756-4130-b661-4e28b8d3fc9c,687,1179,Beauty,4,"2,825.79",THB,0.0,Credit Card,2024-07-12 09:18:44,สยาม,
89d9c8f8-7bc6-4b99-a365-d13c39c3ae78,,SKU-1024,Electronics,3,"2,462.84",THB,0.0,credit card,2024-07-29 19:01:19,CTW,
009b0a47-363d-437f-99c7-a11104337a60,449,SKU-1129,Beauty,2,2379.25,THB,10.0,credit card,2024-07-25 22:00:26,ไอคอนสยาม,bts24
4ecb0762-3f93-4171-8cad-243e728f3840,194,SKU-1110,Electronics,3,4015.39,THB,10.0,QR,2024-06-21 15:19:56,Online,NUA24
39a945d3-e17a-4b29-aee1-5f0e8ac129c9,,SKU_1007,Home & Living,5,"4,578.40",THB,5.0,CC,2024-06-06 09:01:31,Web,
59177c83-6ccf-4768-9d40-032255bde224,1004,SKU-1019,Electronics,5,"1,502.48",THB,10.0,Cash,2024-07-03 11:42:04,สยาม,NUA24
c86595eb-eb5e-4653-b842-5625b80e3265,886,SKU-1075,Electronics,5,2521.22,THB,15.0,Credit card,2024-06-06 13:04:00,EM,
c4234047-3963-40ba-81b0-3039b99d8225,97,SKU_1192,Beauty,1,4706.72,THB,0.0,Cash,2024-07-01 15:54:33,เอ็มควอเทียร์,nua24
cfa7f7fd-bbbe-4047-a160-97e5c25954b6,343,1115,Beauty,1,1384.91,THB,0.0,cash,2024-07-19 20:48:51,เซ็นทรัลเวิลด์,
9a7b5194-69fb-47d6-8a5b-2a37aacb0b4e,147,SKU-1088,Sports,5,203.74,THB,5.0,QR,2024-06-02 22:56:42,Online,NUA24
250223c0-dd76-457b-b3c8-4481cf6a5e08,531,SKU_1165,Fashion,4,"4,962.14",THB,0.0,line pay,2024-07-24 18:00:31,EM,bts24
996d5d19-b34b-4e07-a774-fa05e30a4ee2,463,SKU-1148,Fashion,1,"1,453.62",THB,5.0,PromptPay,2024-07-02 10:02:02,Icon Siam,
f1edc32b-94cd-405c-9da9-bb653e24d380,444,SKU-1113,Beauty,3,"4,840.11",THB,0.0,PromptPay,2024-08-15 11:22:17,CTW,
7571cb16-a2b2-4ab6-9394-d100f8311ff7,699,SKU-1025,Sports,4,"4,031.07",THB,0.0,Cash,2024-06-05 09:39:56,Web,NUA24
eba31350-b6d5-4738-a37d-f651ee4d94fb,,SKU-1022,Electronics,3,"1,850.91",THB,5.0,PromptPay,2024-06-15 22:11:01,ONLINE,SP24
ff4ae847-4688-4192-8245-df76a33bbc1d,223,SKU-1151,Home & Living,3,"2,962.73",THB,0.0,CASH,2024-07-31 11:54:49,ONLINE,mea24
3de1b9b7-2597-474c-af8f-2c502d7c95ff,175,SKU_1080,Sports,4,"1,523.24",THB,10.0,CASH,2024-08-20 13:14:42,EmQuartier,MEA24
15b8b566-93f3-4d2a-93a4-332ceceb4f08,,SKU_1193,Electronics,4,3397.39,THB,10.0,cash,2024-06-27 09:25:32,CTW,NUA24
f14fe220-8a06-44d5-ab84-11cfbbb87654,,SKU_1183,Electronics,5,4193.00,THB,0.0,Credit Card,2024-07-05 10:52:16,ONLINE,
17173bc6-33ff-47a3-a51e-c11daa7f6c2e,449,SKU-1100,Home & Living,4,4562.54,THB,15.0,credit card,2024-06-21 09:27:54,Online,
ec53c44c-fe15-4e8c-a9ec-a7b7007eaaf1,558,SKU-1132,Fashion,2,"2,931.19",THB,10.0,QR,2024-06-12 15:03:53,ไอคอนสยาม,SP24
55b63eac-e0ec-428c-bad9-d6e37b6f47a0,391,SKU_1178,Home & Living,5,2624.31,THB,15.0,cash,2024-08-10 15:41:44,สยาม,
ee4bc349-4fa5-4244-bfa9-3dee23eec2fd,326,1097,Home & Living,1,2732.09,THB,0.0,QR,2024-06-29 09:57:35,เอ็มควอเทียร์,
086df7d4-26b9-4d77-904c-51374ace0b64,232,SKU_1170,Home & Living,1,2660.55,THB,15.0,CC,2024-07-20 22:26:00,ONLINE,NUA24
c824eeaf-000f-4847-a6a4-5f75c6cc76e1,221,SKU-1034,Sports,5,857.31,THB,0.0,credit card,2024-06-26 10:51:25,SIAM branch,
3c02ee50-556c-43bb-a824-ffc6317ea9ed,,SKU_1160,Fashion,2,"4,627.82",THB,20.0,CC,2024-07-26 13:22:29,EM,BTS24
7f1e3a80-2368-4629-9b5a-61d8a0b8ad84,282,1084,Home & Living,3,3944.46,THB,5.0,credit card,2024-08-14 19:52:27,Icon Siam,
530ccbb9-81f4-4ce6-b030-83742e5764a9,785,1041,Sports,2,"4,094.12",THB,10.0,line pay,2024-06-21 18:52:10,Online,NUA24
f9ed1225-a85e-49d4-a3f0-358f689686d3,,SKU-1168,Beauty,2,"1,470.60",THB,20.0,QR,2024-07-03 17:56:06,EM,NUA24
d70f2d03-2438-485a-8b85-0d11c31fb440,7,SKU-1125,Beauty,1,"2,515.19",THB,0.0,Credit Card,2024-06-05 10:27:00,,nua24
bbebbee2-3c26-41a9-8fb8-d23831190b0b,529,SKU_1179,Home & Living,4,4817.74,THB,15.0,CC,2024-07-17 18:46:05,Online,
13551c8b-cbd4-484e-a121-ed39862d9b51,708,SKU-1095,Sports,3,"4,752.64",THB,15.0,LINE Pay,2024-08-27 18:43:51,ไอคอนสยาม,
0bd5d943-48a2-4510-b780-ebfee34049a8,256,SKU-1093,Sports,3,2976.33,THB,5.0,PromptPay,2024-07-03 13:54:44,เซ็นทรัลเวิลด์,
d3361b4c-ea31-4144-87c5-e06258f1c875,,SKU-1009,Fashion,1,"2,993.45",THB,0.0,LINEPAY,2024-06-23 13:19:56,Icon Siam,SP24
4f0385dc-6343-4648-9191-7471b17c5943,175,SKU-1190,Sports,5,4929.38,THB,0.0,CC,2024-06-26 09:42:32,ICONSIAM,
27ca173d-a868-4701-b698-4b8aedaa1ee4,,SKU-1027,Beauty,1,748.70,THB,5.0,Credit card,2024-07-19 16:46:36,EM, NUA24 
95302678-21b4-4c5b-bec6-e0aac0c46b21,672,SKU-1105,Beauty,4,3935.59,THB,5.0,promptpay,2024-07-18 13:43:16,CTW,
c8beb919-274c-411a-a9d9-079022b0ed13,229,SKU-1182,Sports,2,"1,711.25",THB,5.0,Credit Card,2024-07-21 09:31:01,เซ็นทรัลเวิลด์,BTS24
8305bac7-f06a-4311-a0ec-0f4b62b76fa5,147,SKU_1048,Home & Living,3,1939.86,THB,10.0,Cash,2024-08-26 15:40:44,สยาม,
2d617491-3011-4d45-9a5d-f738b919a12d,418,SKU-1015,Electronics,3,2706.97,THB,10.0,PromptPay,2024-06-22 21:21:47,CTW,
925c0101-d3c4-42cd-be1b-164af4f718ba,138,SKU-1043,Sports,5,"1,613.90",THB,15.0,Cash,2024-06-12 10:51:34,ICONSIAM,sp24
e7dd9130-c056-4eb1-a911-372fe6611dc6,,SKU-1004,Sports,5,"3,375.92",THB,5.0,PromptPay,2024-06-15 12:20:06,EM, SP24 
16902572-2648-4b67-a988-07f0bd7e243d,107,SKU_1161,Fashion,5,724.43,THB,20.0,Credit Card,2024-08-21 15:13:19,Online,nua24
6718d539-2c40-4fb1-81f4-0006d2e5e941,505,SKU-1054,Sports,2,578.88,THB,15.0,QR/PromptPay,2024-07-19 22:30:53,เอ็มควอเทียร์,bts24
4cd11af9-a157-41ec-8916-b383eb25ae4d,590,SKU-1050,Home & Living,5,4669.14,THB,10.0,promptpay,2024-08-09 17:08:25,ไอคอนสยาม,
cdef850f-78b8-4e18-b55f-9cfe8dacc65b,,SKU-1158,Electronics,4,4308.34,THB,20.0,Cash,1717334520,Online,nua24
f918b206-01d7-4776-8d5d-591ebb215141,290,SKU_1176,Home & Living,2,3250.00,THB,10.0,Credit Card,2024-06-17 18:09:23,Web,
0070e012-c403-4318-bd77-ecbf88171bec,441,1052,Fashion,5,2946.88,THB,0.0,LINEPAY,2024-06-23 21:25:00,ไอคอนสยาม,NUA24
1ae9d616-3b90-45a1-beba-3e633860f007,621,SKU-1163,Beauty,4,"2,017.62",THB,20.0,QR/PromptPay,2024-08-12 13:03:54,Central World,
7ad9016d-9707-4dfa-b400-fdb000391d63,622,SKU-1034,Sports,2,353.79,THB,0.0,LINE Pay,2024-07-07 11:25:05,ICONSIAM,NUA24
ecccaaf3-7627-4968-af5b-2a1a5e679867,,SKU-1125,Electronics,3,"2,557.44",THB,0.0,CC,2024-07-01 18:31:48,ONLINE,
2e56851e-7ef7-4c56-bda2-68a1dfee2453,,SKU-1120,Sports,4,"3,555.52",THB,5.0,QR,2024-07-14 09:09:46,ไอคอนสยาม,BTS24
dc0ce17f-7582-4eec-bc91-41bcc5bad946,698,SKU-1193,Home & Living,3,"4,760.01",THB,0.0,QR/PromptPay,2024-08-29 18:31:40,ICONSIAM,
54151f15-0805-4600-9b96-e18143fe04cc,146,SKU-1188,Home & Living,2,3486.05,THB,10.0,LINEPAY,2024-08-14 13:43:45,Online,
0c3eab5d-e91f-4574-9398-5a9c36f2977c,432,SKU_1183,Home & Living,3,"3,959.34",THB,20.0,LINE Pay,2024-06-25 11:59:27,Web, SP24 
dd0b5da5-5418-4c78-8bfc-e946186aa197,,SKU-1058,Beauty,1,4307.11,THB,0.0,CC,2024-06-24 16:17:03,CTW,
9527fba5-c9c6-40d2-943c-c195d223f474,176,SKU-1190,Sports,2,"1,291.14",THB,0.0,line pay,2024-07-26 15:53:22,เซ็นทรัลเวิลด์,
5d701ed2-1793-4479-b508-806d8fd26bd7,494,SKU_1189,Sports,5,"1,948.87",THB,10.0,cash,2024-06-26 12:14:31,CTW,SP24
1403a820-a1bd-43d8-9399-e8ebb865b9ec,549,SKU-1116,Electronics,4,2641.69,THB,0.0,QR,2024-07-04 18:52:36,Icon Siam,BTS24
bf71d933-c070-457c-aab9-2d12df581a4c,449,SKU_1009,Beauty,1,"4,076.11",THB,0.0,Cash,2024-08-21 13:18:43,ICONSIAM,
9b60afc2-f456-421b-8e9b-4e3923089f0e,276,SKU-1190,Sports,3,2698.47,THB,20.0,QR/PromptPay,2024-07-07 20:40:49,Web,
ef46bba5-8f9d-43c7-a229-f5fa086e4c7d,389,SKU-1194,Beauty,4,211.02,THB,20.0,LINE Pay,2024-07-21 15:51:12,Siam,NUA24
2ed9df5a-51b9-49b2-bfd7-8fe38ae30a67,370,SKU_1058,Beauty,4,693.74,THB,10.0,QR/PromptPay,2024-08-01 20:03:39,EM,
be8fc46d-9286-42f4-b815-6f942f981879,171,1195,Beauty,5,2734.07,THB,10.0,QR,2024-06-17 22:53:24,Central World,
cd99d962-baeb-4133-92e8-b1fb9294b8b7,364,SKU_1055,Home & Living,3,2814.88,THB,0.0,CC,2024-08-24 13:51:09,Icon Siam,
b50506b2-8406-4b9e-9788-b0c36b5f51e0,407,SKU-1185,Electronics,5,4042.98,THB,0.0,QR,2024-06-20 10:43:15,Icon Siam,
d9423e4b-9726-4fb8-9d69-b496f8264b3a,1234,SKU-1045,Home & Living,1,"1,389.75",THB,5.0,Credit Card,2024-06-09 20:08:35,Icon Siam,SP24
9f4ce5ee-4c2d-4608-a6a5-2cbba571df0d,577,SKU-1012,Fashion,4,"4,968.61",THB,0.0,line pay,2024-07-28 16:06:13,CTW,NUA24
b5d5da70-fad2-4a46-a131-ac43a6e54193,78,SKU-1016,Beauty,1,184.02,THB,0.0,Credit card,2024-06-14 21:41:41,ไอคอนสยาม,
68ca07a2-a374-4003-9c68-8fc603b16da1,548,SKU-1124,Fashion,2,4102.98,THB,10.0,line pay,2024-07-25 21:51:46,Siam,NUA24
ae54f974-eb82-4a58-9b58-3b83ee540650,,1172,Electronics,5,"2,319.65",THB,0.0,Credit card,2024-06-30 19:39:12,สยาม,
e3d788e3-83cc-4d72-8e30-3dea77ae85d4,391,SKU-1065,Beauty,3,602.42,THB,0.0,QR/PromptPay,2024-08-08 12:04:51,ONLINE,MEA24
5a137541-ec27-4901-bc26-9ae0d97f7191,294,SKU-1185,Home & Living,3,"3,117.32",THB,0.0,CASH,2024-07-30 20:23:52,Central World,
d367f14a-a1d8-49c4-877d-9e21b347e9fe,777,SKU-1198,Fashion,-1,"3,064.41",THB,0.0,LINEPAY,2024-07-21 09:01:23,เซ็นทรัลเวิลด์,NUA24
7f3fb27f-4379-4ea9-b114-253eb3d858ce,585,SKU_1128,Home & Living,4,4590.42,THB,15.0,Cash,1722086332,CTW,
84db6381-c20c-44f8-a191-2793ed952cce,242,SKU-1025,Sports,5,954.87,THB,15.0,cash,2024-08-28 11:20:32,Icon Siam, NUA24 
d0da8c40-e56d-41f1-8203-577af33b9498,624,SKU-1104,Beauty,4,3174.55,THB,5.0,Cash,2024-07-26 18:17:30,SIAM branch,
224377f8-b850-490d-bffe-100f814dfec0,764,SKU-1122,Electronics,2,591.71,THB,10.0,cash,2024-08-20 17:20:42,SIAM branch,NUA24
e3a5d279-a617-4453-848b-99424670aff2,621,SKU-1063,Fashion,1,"3,100.40",THB,5.0,CC,2024-08-16 09:43:27,ICONSIAM,
1da453ef-43f6-4285-a161-79a4ced4c485,350,SKU-1000,Beauty,3,4014.08,THB,0.0,line pay,2024-06-18 15:41:55,Web,
3100b3b3-20fa-4b2c-bd60-9fc4ef92e2bb,396,SKU-1029,Electronics,4,"4,725.15",THB,20.0,credit card,2024-07-20 20:00:22,EM,
a23ca976-800f-4e50-abe1-e310fe527bd1,249,SKU_1161,Sports,4,"3,898.80",THB,0.0,CASH,2024-06-26 17:10:59,Icon Siam,fsj24
40ef3ca0-112d-4c32-a4c0-a422796a0479,,SKU-1198,Home & Living,2,690.47,THB,0.0,QR,2024-07-30 15:35:12,Siam,NUA24
a7392900-e109-447b-bfe1-3849b4cd6344,333,1118,Beauty,1,"4,625.51",THB,15.0,line pay,2024-08-24 21:28:31,เซ็นทรัลเวิลด์,NUA24
79daa05b-b47b-436a-b857-bda279345155,125,1144,Home & Living,3,4752.79,THB,0.0,Cash,2024-08-12 15:14:13,สยาม,
9c245b66-a4bf-4d75-974e-8da19100a39e,,SKU-1079,Beauty,3,"3,028.27",THB,10.0,Cash,2024-07-25 15:07:43,CTW,
b412b98a-cad0-4513-8dcf-771a326084c1,32,SKU_1086,Fashion,3,2965.72,THB,0.0,line pay,2024-06-03 13:56:28,EM,
d44dbb45-2b5f-46ad-af04-bab0fa0335e5,522,SKU-1019,Sports,5,3947.53,THB,0.0,Cash,2024-08-29 20:07:43,สยาม,
f3461f3f-f59c-4602-b8c1-005d44c0beeb,907,SKU_1066,Electronics,5,"3,010.37",THB,5.0,line pay,2024-07-05 15:42:16,เอ็มควอเทียร์,
2df2e790-abcf-441c-9ef6-f9c33ce256cf,608,1194,Fashion,1,3856.47,THB,15.0,CASH,2024-07-02 21:16:09,ไอคอนสยาม,NUA24
3ecac79c-0093-49c9-9669-a2a4b401c762,162,SKU-1046,Home & Living,1,"4,341.79",THB,0.0,line pay,2024-08-07 22:46:30,,
f6ad8bd9-be27-493d-b182-2e6fb0c497be,259,SKU-1155,Beauty,3,1496.18,THB,15.0,Credit Card,2024-08-03 10:12:47,Central World,
991b77be-b642-4128-9731-60b8195b14b7,766,1128,Home & Living,4,1360.32,THB,15.0,line pay,2024-08-01 20:45:07,Icon Siam,NUA24
62629d3d-b965-4342-9691-ec65b7c79c26,345,SKU-1136,Home & Living,-5,3237.80,THB,20.0,Cash,2024-07-26 15:47:05,Icon Siam,NUA24
54e34b45-d188-4df1-bcb0-e009c387e4e1,693,SKU-1093,Home & Living,1,4764.63,THB,0.0,LINE Pay,2024-06-25 14:42:40,ไอคอนสยาม,
67069a12-c1e8-4dfc-9bc1-8c9cfdc96dc7,149,SKU-1117,Home & Living,5,4532.35,THB,10.0,LINEPAY,2024-06-27 09:58:48,เอ็มควอเทียร์,
3116b8d9-82cb-4b9e-ab89-14c02f3ace9c,453,SKU-1038,Beauty,4,1404.19,THB,0.0,Credit Card,2024-08-22 12:32:49,Icon Siam,
438749e3-914e-4b79-960a-9ebf38fcd79d,494,1060,Home & Living,4,725.98,THB,132.2,cash,2024-07-04 11:27:32,CTW,SP24
577b7849-9c7f-46c5-ba78-4bf191a739b2,552,SKU-1035,Sports,4,639.10,THB,0.0,QR,2024-08-21 10:06:10,SIAM branch,nua24
e019fa44-2679-4e91-9db6-4d3c44fd3c27,131,SKU-1149,Fashion,5,"3,245.04",THB,0.0,credit card,2024-07-10 21:53:57,เซ็นทรัลเวิลด์,
f7745d3c-7231-4fed-a548-514c32043766,412,SKU-1185,Home & Living,3,2407.05,THB,0.0,promptpay,2024-06-22 10:35:54,Web,
9c295359-14e1-427c-b5b1-b0771eba1cb6,670,SKU-1179,Beauty,3,"1,285.31",THB,0.0,CASH,2024-06-25 13:29:20,ONLINE,
ca5753eb-cc8f-4142-895d-4cba26af9d6e,734,SKU_1051,Fashion,1,"1,640.84",THB,10.0,QR,2024-07-16 17:45:08,สยาม,
54990f6a-624f-43e3-83a6-07e12a7330a1,29,SKU-1077,Home & Living,5,"3,142.17",THB,10.0,line pay,2024-06-29 11:10:54,ICONSIAM,
10fe5750-73f0-4499-ac5a-e25577466c15,318,SKU_1091,Fashion,3,510.85,THB,0.0,line pay,2024-08-01 09:57:43,Central World,
d9cb904d-18bf-4365-b18e-cd140ba0a866,699,SKU_1028,Sports,-1,2425.72,THB,15.0,PromptPay,2024-06-25 22:23:50,EmQuartier,
a8e3c412-ad9b-464a-97e6-daccd9d9393c,,SKU-1047,Electronics,1,"4,485.28",THB,15.0,PromptPay,2024-06-30 09:16:35,Icon Siam,
593ec49f-6a16-4bd5-9d7b-b057d17a619b,,SKU_1104,Electronics,5,"3,927.84",THB,20.0,credit card,2024-08-16 21:01:21,SIAM branch,
b5190c54-d0c1-4408-adf9-83c138ae619c,544,SKU-1145,Home & Living,5,3411.17,THB,15.0,Credit card,2024-07-20 10:20:03,เอ็มควอเทียร์,
6e521ee3-f486-4065-b089-9d949ce61877,443,SKU-1110,Electronics,4,"1,782.80",THB,15.0,line pay,1720689720,เอ็มควอเทียร์,nua24
5465ebb2-a645-40db-8277-28e9920d3dae,,SKU-1192,Home & Living,5,744.86,THB,0.0,cash,2024-08-25 11:04:09,ONLINE,NUA24
2b716c5c-e122-4621-89fe-b3d63c3a0b0b,695,SKU_1012,Sports,4,"4,550.64",THB,0.0,line pay,1718428764,ICONSIAM,NUA24
49b98443-d313-44d2-8aac-6cab0f442753,415,SKU_1037,Sports,3,4740.07,THB,0.0,PromptPay,2024-08-28 19:48:34,EM,nua24
7d6a83f0-7635-4a8d-a8fe-2e08760aaee7,584,SKU-1175,Fashion,4,4212.92,THB,10.0,CC,1721383080,Icon Siam,
afa79143-e43d-4731-98ae-76738ce9c428,430,SKU-1150,Electronics,1,"4,678.13",THB,0.0,Credit card,2024-06-21 10:25:19,Online,
eb664ad4-5691-40f1-ae54-2f1f3d81be68,,SKU-1031,Sports,2,"2,791.66",THB,5.0,CASH,2024-08-14 14:07:21,EM,nua24
c1bdceee-6100-4005-af95-b51b27e9ce14,526,1070,Beauty,5,626.00,THB,10.0,LINE Pay,2024-07-05 14:54:00,ONLINE,
4c764cdd-c00e-4f79-acb9-ccc1b853fd9a,589,SKU-1116,Beauty,4,"3,347.17",THB,15.0,Cash,2024-07-11 22:55:47,สยาม,
f5fc39f5-b91e-4238-ab01-a14d19add248,116,SKU-1030,Electronics,4,1683.43,THB,15.0,cash,2024-08-09 16:14:15,SIAM branch,
2d4f64c1-2107-4fae-9581-a4a321008fc6,705,SKU-1049,Home & Living,1,1793.54,THB,0.0,QR,2024-06-05 09:58:51,Central World,NUA24
8ee2b2fa-1125-480e-9f10-047ddb924e24,,SKU-1199,Home & Living,3,"3,181.66",THB,0.0,CASH,2024-08-06 19:40:59,เซ็นทรัลเวิลด์,
ab9fb261-8884-4074-ba9a-3ee10e78524c,503,SKU-1008,Electronics,5,2018.35,THB,15.0,promptpay,2024-06-25 09:09:48,SIAM branch,
90815e4e-a2f6-4cda-930b-ab387e66ce78,,SKU-1182,Electronics,3,"4,787.24",THB,10.0,credit card,2024-08-13 18:32:46,ไอคอนสยาม,
7f6c1964-ab82-4dbb-bf52-47f7c29386df,68,SKU-1104,Home & Living,1,3100.45,THB,15.0,CC,2024-07-16 18:53:54,ไอคอนสยาม,
e5bb04d1-b2a0-421e-adc6-acb4988eda29,611,SKU-1002,Home & Living,4,3071.77,THB,0.0,Cash,2024-06-21 10:38:09,EM,
0123e16d-8ab2-48d4-88ab-21c7e08f5860,,SKU-1034,Sports,1,855.83,THB,0.0,Credit Card,2024-08-22 18:46:08,Siam,
61367f30-6e8f-4f1b-8628-561f301bc578,,SKU_1049,Sports,5,"4,477.62",THB,0.0,PromptPay,2024-07-19 12:51:01,EM,
c458b8dd-af37-4161-9b95-0ac64a614d2d,715,SKU-1061,Electronics,3,"3,741.40",THB,5.0,Credit Card,1723353283,Web,
31023f77-27e2-4ae0-a9a8-0163ee147e5b,474,SKU_1133,Beauty,1,"2,129.24",THB,5.0,Cash,2024-08-25 10:03:16,Online,
789e2cc9-2a2f-4455-9558-2bbea4aae974,172,SKU-1162,Sports,1,2698.20,THB,0.0,CC,2024-06-20 14:46:33,ICONSIAM,
e6133107-7a07-4bf1-a8f9-f8ea6ecdf26c,301,SKU-1024,Sports,2,589.86,THB,0.0,line pay,2024-08-11 13:35:23,Online,
52e7c3bb-3656-420e-8976-102d00027e31,162,SKU-1117,Fashion,5,"4,165.41",THB,0.0,LINE Pay,2024-07-01 15:49:44,ไอคอนสยาม,nua24
7a48a587-27e0-4606-a49c-0476b0b6808f,927,SKU-1158,Beauty,2,"3,348.25",THB,0.0,PromptPay,2024-08-26 09:15:35,EmQuartier,
