campaign_id,report_date,impressions,clicks,ctr,spend_thb,currency,conversions_reported,platform,utm_source,notes
NEW_USER_ACQUISITION,07/20/2024,852689,9095,1.07%,38791.95,THB,17,google,affiliate,
NEW_USER_ACQUISITION,07/21/2024,681334,"11,448",1.68%,33737.97,THB,19,Facebook,newsletter,
NEW_USER_ACQUISITION,07/21/2024,"686,660","16,371",2.38%,27926.71,THB,19,google,affiliate,manual adjustment
NEW_USER_ACQUISITION,07/22/2024,"770,390","14,199",1.84%,33393.27,THB,18,FB,,manual adjustment
NEW_USER_ACQUISITION,07/22/2024,735840,"12,431",1.69%,34949.44,THB,19,GOOGLE_ADS,newsletter,
NEW_USER_ACQUISITION,07/23/2024,697384,"24,035",3.45%,33344.78,THB,19,Facebook,,
NEW_USER_ACQUISITION,07/23/2024,429157,16044,3.74%,23316.22,THB,21,Google,affiliate,backfilled
NEW_USER_ACQUISITION,07/24/2024,408558,13474,3.3%,27173.35,THB,18,Facebook,,manual adjustment
NEW_USER_ACQUISITION,07/24/2024,688694,18730,2.72%,29367.6,THB,20,Google,,
NEW_USER_ACQUISITION,07/25/2024,735584,22601,3.07%,30159.47,THB,15,FB,,manual adjustment
NEW_USER_ACQUISITION,07/25/2024,778875,"10,714",1.38%,33339.57,THB,14,Google,newsletter,
NEW_USER_ACQUISITION,07/26/2024,"560,941","9,745",1.74%,31312.98,THB,26,FB,newsletter,
NEW_USER_ACQUISITION,07/26/2024,561590,6574,1.17%,24390.8,THB,23,Google,newsletter,
NEW_USER_ACQUISITION,07/27/2024,611580,"18,820",3.08%,32239.41,THB,27,Facebook,newsletter,
NEW_USER_ACQUISITION,07/27/2024,"508,404",19439,3.82%,33293.43,THB,31,GOOGLE_ADS,,
NEW_USER_ACQUISITION,07/28/2024,638387,7478,1.17%,33061.04,THB,17,facebook,,
NEW_USER_ACQUISITION,07/28/2024,"765,094","10,943",1.43%,35444.57,THB,16,google,affiliate,
NEW_USER_ACQUISITION,07/29/2024,774912,21877,2.82%,34315.19,THB,26,facebook,newsletter,
NEW_USER_ACQUISITION,07/29/2024,634885,"13,236",2.08%,32600.75,THB,29,Google,,
NEW_USER_ACQUISITION,07/30/2024,511335,"18,958",3.71%,30178.99,THB,26,facebook,,backfilled
NEW_USER_ACQUISITION,07/30/2024,"411,027","7,532",1.83%,22901.1,THB,22,google,affiliate,
NEW_USER_ACQUISITION,07/30/2024,418862,"7,532",1.83%,22901.1,THB,22,google,affiliate,
NEW_USER_ACQUISITION,07/31/2024,708378,9928,1.4%,32465.5,THB,16,facebook,newsletter,
NEW_USER_ACQUISITION,07/31/2024,571489,11041,1.93%,31450.17,THB,14,google,,
NEW_USER_ACQUISITION,08/01/2024,546070,19664,3.6%,31742.47,THB,29,facebook,,
NEW_USER_ACQUISITION,08/01/2024,"571,660",19664,3.6%,31742.47,THB,29,facebook,,
NEW_USER_ACQUISITION,08/01/2024,"515,426",5911,1.15%,24658.88,THB,37,google,newsletter,
NEW_USER_ACQUISITION,08/02/2024,474829,10914,2.3%,25554.17,THB,21,facebook,,backfilled
NEW_USER_ACQUISITION,08/02/2024,862528,29873,3.46%,35318.17,THB,20,google,,backfilled
NEW_USER_ACQUISITION,08/03/2024,633699,18406,2.9%,30319.04,THB,23,facebook,,manual adjustment
NEW_USER_ACQUISITION,08/03/2024,838855,27542,3.28%,33617.87,THB,23,GOOGLE_ADS,,
NEW_USER_ACQUISITION,08/04/2024,544528,13249,2.43%,30629.56,THB,24,Facebook,affiliate,
NEW_USER_ACQUISITION,08/04/2024,"533,588",14026,2.63%,30636.13,THB,25,GOOGLE_ADS,,
NEW_USER_ACQUISITION,08/05/2024,835826,12709,1.52%,34792.65,THB,20,Facebook,,
NEW_USER_ACQUISITION,08/05/2024,"623,061",8782,1.41%,28139.1,THB,15,Google,,
NEW_USER_ACQUISITION,08/06/2024,692572,27424,3.96%,30939.75,THB,15,facebook,affiliate,manual adjustment
NEW_USER_ACQUISITION,08/06/2024,689048,27466,3.99%,28385.09,THB,14,google,,manual adjustment
NEW_USER_ACQUISITION,08/07/2024,"467,691",16155,3.45%,28512.18,THB,18,facebook,,
NEW_USER_ACQUISITION,08/07/2024,454776,6630,1.46%,29085.54,THB,21,google,,
NEW_USER_ACQUISITION,08/08/2024,"508,047",15928,3.14%,31516.26,THB,13,Facebook,affiliate,
NEW_USER_ACQUISITION,08/08/2024,581366,10381,1.79%,28309.73,THB,15,GOOGLE_ADS,,backfilled
NEW_USER_ACQUISITION,08/09/2024,715326,16945,2.37%,36245.08,THB,18,FB,newsletter,manual adjustment
NEW_USER_ACQUISITION,08/09/2024,574225,18615,3.24%,26407.17,THB,19,GOOGLE_ADS,,backfilled
NEW_USER_ACQUISITION,08/10/2024,584706,17721,3.03%,29645.06,THB,24,FB,,
NEW_USER_ACQUISITION,08/10/2024,515004,9309,1.81%,28488.23,THB,25,google,newsletter,
NEW_USER_ACQUISITION,08/11/2024,606598,14499,2.39%,37119.92,THB,28,Facebook,newsletter,backfilled
NEW_USER_ACQUISITION,08/11/2024,603356,8415,1.39%,31399.24,THB,33,GOOGLE_ADS,,backfilled
NEW_USER_ACQUISITION,08/12/2024,782933,14843,1.9%,35220.69,THB,23,facebook,,
NEW_USER_ACQUISITION,08/12/2024,520103,10498,2.02%,23703.56,THB,27,GOOGLE_ADS,,
NEW_USER_ACQUISITION,08/13/2024,713520,16156,2.26%,31721.75,THB,19,facebook,affiliate,
NEW_USER_ACQUISITION,08/13/2024,846748,25001,2.95%,34570.06,THB,20,Google,,backfilled
NEW_USER_ACQUISITION,08/14/2024,747810,13457,1.8%,30876.45,THB,40,facebook,affiliate,manual adjustment
NEW_USER_ACQUISITION,08/14/2024,"851,032",13011,1.53%,35374.57,THB,29,GOOGLE_ADS,newsletter,
NEW_USER_ACQUISITION,08/15/2024,"611,646",20451,3.34%,28133.41,THB,26,FB,affiliate,
NEW_USER_ACQUISITION,08/15/2024,617666,21841,3.54%,36947.76,THB,35,Google,,
NEW_USER_ACQUISITION,08/16/2024,"635,412",10190,1.6%,1123.77,USD,21,facebook,newsletter,backfilled
NEW_USER_ACQUISITION,08/16/2024,442135,10996,2.49%,28840.01,THB,16,google,newsletter,
NEW_USER_ACQUISITION,08/17/2024,604664,9428,1.56%,28461.83,THB,25,Facebook,,manual adjustment
NEW_USER_ACQUISITION,08/17/2024,"844,339",24629,2.92%,37149.23,THB,21,Google,affiliate,
NEW_USER_ACQUISITION,08/18/2024,838858,25867,3.08%,37726.54,THB,25,Facebook,affiliate,
NEW_USER_ACQUISITION,08/18/2024,542500,7996,1.47%,28107.92,THB,24,GOOGLE_ADS,newsletter,
NEW_USER_ACQUISITION,08/19/2024,506890,9790,1.93%,28577.65,THB,20,facebook,newsletter,backfilled
NEW_USER_ACQUISITION,08/19/2024,699333,9530,1.36%,29210.84,THB,27,GOOGLE_ADS,,
NEW_USER_ACQUISITION,08/20/2024,"604,653",19267,3.19%,24349.14,THB,21,Facebook,,
NEW_USER_ACQUISITION,08/20/2024,645751,7817,1.21%,26297.17,THB,18,google,,
NEW_USER_ACQUISITION,08/21/2024,503985,"5,074",1.01%,25906.06,THB,26,Facebook,affiliate,
NEW_USER_ACQUISITION,08/21/2024,580056,13904,2.4%,26987.33,THB,20,google,,
NEW_USER_ACQUISITION,08/22/2024,468838,4939,1.05%,30341.32,THB,30,facebook,,manual adjustment
NEW_USER_ACQUISITION,08/22/2024,504915,10458,2.07%,31571.53,THB,30,google,,
NEW_USER_ACQUISITION,08/22/2024,0,12,N/A,3889.48,THB,0,google,,tracking anomaly
NEW_USER_ACQUISITION,08/23/2024,688267,14550,2.11%,37593.54,THB,20,FB,affiliate,manual adjustment
NEW_USER_ACQUISITION,08/23/2024,606254,14816,2.44%,25932.53,THB,19,Google,,
NEW_USER_ACQUISITION,08/24/2024,804338,16834,2.09%,35003.27,THB,33,Facebook,,
NEW_USER_ACQUISITION,08/24/2024,503531,17102,3.4%,29521.0,THB,31,Google,,
NEW_USER_ACQUISITION,08/25/2024,512359,8928,1.74%,30273.7,THB,27,FB,newsletter,
NEW_USER_ACQUISITION,08/25/2024,815013,18725,2.3%,33587.3,THB,27,google,,
NEW_USER_ACQUISITION,08/26/2024,"557,501",13629,2.44%,25363.55,THB,34,facebook,,backfilled
NEW_USER_ACQUISITION,08/26/2024,"627,217",21501,3.43%,32249.52,THB,25,google,,
NEW_USER_ACQUISITION,08/27/2024,607962,16340,2.69%,31261.52,THB,12,FB,,
NEW_USER_ACQUISITION,08/27/2024,722522,"15,136",2.09%,32752.96,THB,16,Google,newsletter,
NEW_USER_ACQUISITION,08/28/2024,731397,29062,3.97%,31822.95,THB,29,Facebook,newsletter,
NEW_USER_ACQUISITION,08/28/2024,668222,10989,1.64%,41733.0,THB,33,google,,
NEW_USER_ACQUISITION,08/29/2024,502413,16960,3.38%,27582.34,THB,21,Facebook,newsletter,manual adjustment
NEW_USER_ACQUISITION,08/29/2024,689777,"24,499",3.55%,28070.69,THB,18,GOOGLE_ADS,,manual adjustment
NEW_USER_ACQUISITION,08/30/2024,638724,24036,3.76%,27649.13,THB,22,Facebook,,backfilled
NEW_USER_ACQUISITION,08/30/2024,534112,11080,2.07%,27958.69,THB,31,Google,affiliate,manual adjustment
NEW_USER_ACQUISITION,09/01/2024,652853,"22,622",3.47%,27583.95,THB,29,Facebook,affiliate,backfilled
NEW_USER_ACQUISITION,09/01/2024,768536,11331,1.47%,35939.75,THB,23,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/02/2024,794421,30280,3.81%,36998.81,THB,29,FB,newsletter,
NEW_USER_ACQUISITION,09/02/2024,560483,11160,1.99%,27888.84,THB,32,google,newsletter,
NEW_USER_ACQUISITION,09/03/2024,604323,7671,1.27%,26691.97,THB,12,FB,newsletter,
NEW_USER_ACQUISITION,09/03/2024,810050,23541,2.91%,894.7,USD,14,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/04/2024,543592,15168,2.79%,27973.58,THB,19,FB,,
NEW_USER_ACQUISITION,09/04/2024,577865,"5,785",1.0%,33395.66,THB,23,google,,manual adjustment
NEW_USER_ACQUISITION,09/05/2024,657657,25379,3.86%,31428.37,THB,23,Facebook,,
NEW_USER_ACQUISITION,09/05/2024,365298,10216,2.8%,23565.47,THB,23,google,,
NEW_USER_ACQUISITION,09/05/2024,383492,10216,2.8%,23565.47,THB,23,google,,
NEW_USER_ACQUISITION,09/06/2024,"762,249",10526,1.38%,37579.84,THB,22,Facebook,newsletter,
NEW_USER_ACQUISITION,09/06/2024,850430,30349,3.57%,38716.14,THB,20,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/07/2024,469077,16799,3.58%,27696.49,THB,32,FB,affiliate,
NEW_USER_ACQUISITION,09/07/2024,538727,"18,044",3.35%,28726.27,THB,24,Google,,
NEW_USER_ACQUISITION,09/08/2024,"624,489",21093,3.38%,31807.83,THB,16,FB,,
NEW_USER_ACQUISITION,09/08/2024,"761,568",27364,3.59%,32030.14,THB,16,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/09/2024,752728,15802,2.1%,33512.84,THB,27,facebook,,
NEW_USER_ACQUISITION,09/09/2024,"793,438",27415,3.46%,39696.69,THB,23,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/10/2024,"568,883",12127,2.13%,29690.47,THB,22,Facebook,,
NEW_USER_ACQUISITION,09/10/2024,634100,"10,493",1.65%,26847.79,THB,17,Google,,
NEW_USER_ACQUISITION,09/11/2024,380468,4747,1.25%,24189.61,THB,23,facebook,,
NEW_USER_ACQUISITION,09/11/2024,566023,7259,1.28%,27156.0,THB,23,Google,,backfilled
NEW_USER_ACQUISITION,09/11/2024,0,19,N/A,7526.01,THB,0,Google,,tracking anomaly
NEW_USER_ACQUISITION,09/14/2024,756433,"15,310",2.02%,30348.44,THB,22,facebook,,
NEW_USER_ACQUISITION,09/14/2024,910341,31028,3.41%,38710.1,THB,26,Google,newsletter,
NEW_USER_ACQUISITION,09/15/2024,522090,18079,3.46%,28131.93,THB,18,facebook,newsletter,manual adjustment
NEW_USER_ACQUISITION,09/15/2024,"682,963","22,019",3.22%,31523.83,THB,15,GOOGLE_ADS,affiliate,
NEW_USER_ACQUISITION,09/17/2024,521496,5716,1.1%,30424.87,THB,22,facebook,affiliate,
NEW_USER_ACQUISITION,09/17/2024,872203,33733,3.87%,35936.9,THB,28,Google,affiliate,
NEW_USER_ACQUISITION,09/18/2024,"809,760","19,240",2.38%,42060.72,THB,17,FB,,backfilled
NEW_USER_ACQUISITION,09/18/2024,428097,7450,1.74%,28071.28,THB,17,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/19/2024,490366,"18,702",3.81%,28260.81,THB,22,Facebook,,
NEW_USER_ACQUISITION,09/19/2024,671500,9710,1.45%,35277.04,THB,19,Google,,
NEW_USER_ACQUISITION,09/20/2024,665127,25729,3.87%,33619.65,THB,17,facebook,,
NEW_USER_ACQUISITION,09/20/2024,920526,28519,3.1%,38948.69,THB,23,google,,backfilled
NEW_USER_ACQUISITION,09/22/2024,682675,19634,2.88%,33171.47,THB,19,facebook,,
NEW_USER_ACQUISITION,09/22/2024,"457,883","5,308",1.16%,790.58,USD,19,google,,manual adjustment
NEW_USER_ACQUISITION,09/22/2024,476417,"5,308",1.16%,790.58,USD,19,google,,manual adjustment
NEW_USER_ACQUISITION,09/23/2024,757668,24889,3.28%,33202.25,THB,18,Facebook,newsletter,
NEW_USER_ACQUISITION,09/23/2024,869233,"13,417",1.54%,35572.32,THB,21,Google,,
NEW_USER_ACQUISITION,09/24/2024,617413,18170,2.94%,34253.71,THB,32,Facebook,,backfilled
NEW_USER_ACQUISITION,09/24/2024,505995,10693,2.11%,32820.78,THB,25,GOOGLE_ADS,affiliate,backfilled
NEW_USER_ACQUISITION,09/25/2024,535042,5992,1.12%,35380.04,THB,25,facebook,,manual adjustment
NEW_USER_ACQUISITION,09/25/2024,"557,972",18120,3.25%,35849.53,THB,23,Google,,
NEW_USER_ACQUISITION,09/26/2024,698174,"12,060",1.73%,36823.38,THB,29,FB,,
NEW_USER_ACQUISITION,09/26/2024,"625,008",19542,3.13%,33467.85,THB,26,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/27/2024,530473,"20,912",3.94%,29735.43,THB,19,Facebook,newsletter,
NEW_USER_ACQUISITION,09/27/2024,508053,14625,2.88%,31171.22,THB,21,GOOGLE_ADS,,
NEW_USER_ACQUISITION,09/28/2024,647248,19815,3.06%,36019.78,THB,23,FB,,
NEW_USER_ACQUISITION,09/28/2024,593874,17556,2.96%,26762.52,THB,19,Google,affiliate,manual adjustment
NEW_USER_ACQUISITION,09/29/2024,768841,13207,1.72%,32186.68,THB,22,FB,,
NEW_USER_ACQUISITION,09/29/2024,506388,6666,1.32%,28700.47,THB,24,GOOGLE_ADS,affiliate,
NEW_USER_ACQUISITION,09/29/2024,0,37,N/A,3152.09,THB,0,GOOGLE_ADS,,tracking anomaly
NEW_USER_ACQUISITION,09/30/2024,493315,15429,3.13%,30631.51,THB,10,Facebook,affiliate,
NEW_USER_ACQUISITION,09/30/2024,"886,310","32,526",3.67%,36348.92,THB,9,google,,
NEW_USER_ACQUISITION,10/01/2024,724420,26692,3.68%,31374.28,THB,13,Facebook,,
NEW_USER_ACQUISITION,10/01/2024,"470,388",10264,2.18%,30712.45,THB,13,Google,,
NEW_USER_ACQUISITION,10/02/2024,533310,"7,124",1.34%,24278.66,THB,26,FB,,
NEW_USER_ACQUISITION,10/02/2024,589757,17466,2.96%,33914.11,THB,26,Google,,manual adjustment
NEW_USER_ACQUISITION,10/03/2024,"788,769",29690,3.76%,33453.09,THB,20,Facebook,,
NEW_USER_ACQUISITION,10/03/2024,"832,549",20271,2.43%,40396.89,THB,18,GOOGLE_ADS,affiliate,
NEW_USER_ACQUISITION,10/04/2024,503390,18446,3.66%,29091.91,THB,22,facebook,affiliate,
NEW_USER_ACQUISITION,10/04/2024,698867,23279,3.33%,31502.61,THB,20,GOOGLE_ADS,affiliate,backfilled
NEW_USER_ACQUISITION,10/05/2024,600628,23068,3.84%,31640.93,THB,31,Facebook,,
NEW_USER_ACQUISITION,10/05/2024,626576,21034,3.36%,37716.85,THB,29,GOOGLE_ADS,,
NEW_USER_ACQUISITION,10/06/2024,"732,392",17098,2.33%,30064.02,THB,17,facebook,affiliate,manual adjustment
NEW_USER_ACQUISITION,10/06/2024,659150,25779,3.91%,31776.52,THB,17,Google,newsletter,backfilled
NEW_USER_ACQUISITION,10/07/2024,776516,13348,1.72%,33281.13,THB,22,facebook,,
NEW_USER_ACQUISITION,10/07/2024,648448,18473,2.85%,31353.74,THB,31,google,,
NEW_USER_ACQUISITION,10/08/2024,481760,"17,356",3.6%,28457.57,THB,34,Facebook,newsletter,
NEW_USER_ACQUISITION,10/08/2024,0,0,0%,-1629.64,THB,0,Facebook,,billing adjustment
NEW_USER_ACQUISITION,10/08/2024,"725,743",12684,1.75%,31387.96,THB,28,GOOGLE_ADS,,
NEW_USER_ACQUISITION,10/09/2024,617722,22781,3.69%,35411.87,THB,35,Facebook,,manual adjustment
NEW_USER_ACQUISITION,10/09/2024,480820,12958,2.69%,25803.69,THB,25,Google,affiliate,manual adjustment
