transaction_id,customer_ref,product_sku,product_category,qty,unit_price,currency,discount_pct,payment_method,transaction_datetime,store_channel,campaign_code,is_return,net_amount_thb,customer_segment,region,source_system,campaign_id
81adbb00-10b2-4ed4-8d18-ebb1ac5f7b00,C-00522,SKU-1043,Fashion,1,3333.51,THB,0.0,Credit Card,2024-08-19 17:47:48,Central World,,False,3333.51,Regular,Bangkok,CRM_V2,
3a650263-dcf1-4920-8623-ec0cf22cf518,C-00065,1022,Electronics,1,3340.88,THB,0.0,LINE Pay,2024-08-01 20:55:00,Siam,,False,3340.88,Regular,Chonburi,CRM_LEGACY_MIGRATED,
3a79af24-1601-4116-9b2e-e138b8e099f4,C-00636,SKU-1183,Beauty,2,3107.23,THB,15.0,Cash,2024-06-22 04:30:23,Central World,NUA24,False,5282.29,,Chonburi,CRM_V2,NEW_USER_ACQUISITION_Q3
384b6490-be36-4d49-a884-d97a1bc25fc6,C-00770,SKU-1027,Home & Living,3,1903.77,THB,15.0,Credit Card,2024-07-19 16:33:15,Online,BTS24,False,4854.61,,Bangkok,CRM_LEGACY_MIGRATED,BACK_TO_SCHOOL_2024
5f3d45bd-14e9-4316-8c3c-9e8f070bc565,C-00210,SKU-1182,Beauty,1,791.88,THB,0.0,Credit Card,2024-06-21 12:32:49,Siam,,False,791.88,Regular,Khon Kaen,CRM_V2,
71a8cfd7-bfb7-485c-8367-d8eda53bbe65,C-00377,SKU_1032,Electronics,1,2114.37,THB,15.0,Credit Card,2024-06-18 15:53:13,Central World,SP24,False,1797.21,Regular,Phuket,CRM_V2,SUMMER_PROMO_2024_TH
a3923382-faab-40ca-a48a-c91daf31a5c4,C-00551,SKU-1128,Sports,1,4855.79,THB,20.0,PromptPay,2024-08-12 10:09:41,Central World,,False,3884.63,Regular,Phuket,CRM_V2,
3f966bc5-db22-4319-84d5-503e8f99a351,C-00453,1076,Electronics,4,787.16,THB,5.0,Cash,2024-06-02 16:03:25,EmQuartier,NUA24,False,2991.21,Regular,Phuket,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
9b0124d7-7ec6-445c-abae-c1a1d2a45f23,C-00808,SKU-1067,Beauty,4,4646.15,THB,5.0,PromptPay,2024-07-21 15:24:49,EmQuartier,,False,17655.37,,,,
fe92cb5a-8530-4a20-8dd3-d6031185161b,C-00245,SKU_1101,Sports,2,4587.42,THB,15.0,Cash,2024-08-04 16:40:23,Central World,,False,7798.61,Regular,Chiang Mai,CRM_V2,
974485d6-fa49-4cd0-9b76-4d8fd482463e,,SKU-1176,Sports,5,637.59,THB,15.0,PromptPay,2024-08-01 12:19:04,Siam,NUA24,False,2709.76,,,,NEW_USER_ACQUISITION_Q3
722c5ab2-b66a-40e2-939a-324770dc317d,C-00702,SKU-1168,Home & Living,1,3797.99,THB,15.0,Cash,2024-07-11 22:23:11,,NUA24,False,3228.29,New,Phuket,CRM_V2,NEW_USER_ACQUISITION_Q3
386be50d-08bf-41c4-bc3c-b5c797f0bba3,C-00439,SKU-1017,Fashion,3,1069.62,THB,15.0,Cash,2024-07-11 11:24:03,Online,,False,2727.53,New,Chiang Mai,CRM_V2,
43149275-90a4-4116-a410-c0ca9c1e9131,,SKU_1026,Sports,4,1038.56,THB,0.0,PromptPay,2024-06-22 22:00:27,Online,,False,4154.24,,,,
059deac2-fd9b-4d71-be21-6c9e8a1806cf,C-00603,SKU-1073,Fashion,5,75630.19,THB,15.0,Credit Card,2024-07-29 14:45:19,EmQuartier,,False,321428.31,Regular,Chiang Mai,CRM_V2,
c73a0c18-9c27-4ad5-b91e-a6c05045ed6c,C-00387,SKU-1091,Fashion,5,3405.09,THB,5.0,PromptPay,2024-07-13 09:04:20,Online,BTS24,False,16174.18,Regular,Chiang Mai,CRM_V2,BACK_TO_SCHOOL_2024
3c576f7f-8676-4f64-be73-e3fd5bbbef78,,SKU-1038,Beauty,1,2424.56,THB,15.0,Cash,2024-06-06 15:05:42,Siam,,False,2060.88,,,,
469134d1-5d1c-4dd0-abbf-74e7aa0aa46e,C-00459,SKU-1034,Home & Living,2,1732.55,THB,15.0,Cash,2024-06-08 18:35:26,Siam,,False,2945.34,Regular,Phuket,CRM_LEGACY,
2f88c60f-e4eb-4793-8c7d-5f743f4fa19b,C-00095,SKU_1150,Home & Living,2,3183.66,THB,15.0,Credit Card,2024-06-16 18:05:54,Central World,,False,5412.22,Regular,Chonburi,CRM_V2,
60a8d788-94b7-4407-8d0e-591c87c7dbab,C-00448,SKU-1163,Beauty,1,3694.04,THB,5.0,PromptPay,2024-07-10 11:31:13,Central World,,False,3509.34,,Khon Kaen,CRM_V2,
2aafb711-319d-48cf-9c4f-7f95e3685b7c,C-00575,1071,Electronics,1,3512.74,THB,5.0,LINE Pay,2024-08-22 20:11:14,Online,,False,3337.1,VIP,Chonburi,CRM_LEGACY,
eabe5f13-ba3f-4059-8f75-9f2c2b56beeb,C-00385,SKU_1192,Sports,3,275.49,THB,0.0,Credit Card,2024-08-04 17:42:20,Icon Siam,,False,826.47,New,Phuket,CRM_V2,
b0f4f334-1272-4a15-86b2-6626242ae5b5,C-00732,1113,Home & Living,1,2136.83,THB,10.0,LINE Pay,2024-08-25 10:25:37,Icon Siam,NUA24,False,1923.15,,Khon Kaen,CRM_V2,NEW_USER_ACQUISITION_Q3
468a9c31-f15c-4f86-a346-456a7ec84caa,C-00124,SKU_1115,Sports,2,652.94,THB,10.0,LINE Pay,2024-06-25 15:49:44,EmQuartier,,False,1175.29,VIP,Phuket,CRM_V2,
51dcf611-9aaf-4bcc-8838-7d4b3eaf249c,C-00351,1049,Beauty,3,420.33,THB,5.0,Credit Card,2024-07-24 17:27:35,Online,,False,1197.94,,Bangkok,CRM_LEGACY_MIGRATED,
3d1994cb-a756-4130-b661-4e28b8d3fc9c,C-00687,1179,Beauty,4,2825.79,THB,0.0,Credit Card,2024-07-12 09:18:44,Siam,,False,11303.16,New,Chiang Mai,CRM_V2,
89d9c8f8-7bc6-4b99-a365-d13c39c3ae78,,SKU-1024,Electronics,3,2462.84,THB,0.0,Credit Card,2024-07-29 19:01:19,Central World,,False,7388.52,,,,
009b0a47-363d-437f-99c7-a11104337a60,C-00449,SKU-1129,Beauty,2,2379.25,THB,10.0,Credit Card,2024-07-25 22:00:26,Icon Siam,BTS24,False,4282.65,New,Khon Kaen,CRM_V2,BACK_TO_SCHOOL_2024
4ecb0762-3f93-4171-8cad-243e728f3840,C-00194,SKU-1110,Electronics,3,4015.39,THB,10.0,PromptPay,2024-06-21 15:19:56,Online,NUA24,False,10841.55,,Bangkok,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
39a945d3-e17a-4b29-aee1-5f0e8ac129c9,,SKU_1007,Home & Living,5,4578.4,THB,5.0,Credit Card,2024-06-06 09:01:31,Online,,False,21747.4,,,,
59177c83-6ccf-4768-9d40-032255bde224,C-01004,SKU-1019,Electronics,5,1502.48,THB,10.0,Cash,2024-07-03 11:42:04,Siam,NUA24,False,6761.16,,,,NEW_USER_ACQUISITION_Q3
c86595eb-eb5e-4653-b842-5625b80e3265,C-00886,SKU-1075,Electronics,5,2521.22,THB,15.0,Credit Card,2024-06-06 13:04:00,EmQuartier,,False,10715.18,,,,
c4234047-3963-40ba-81b0-3039b99d8225,C-00097,SKU_1192,Beauty,1,4706.72,THB,0.0,Cash,2024-07-01 15:54:33,EmQuartier,NUA24,False,4706.72,,Phuket,CRM_V2,NEW_USER_ACQUISITION_Q3
cfa7f7fd-bbbe-4047-a160-97e5c25954b6,C-00343,1115,Beauty,1,1384.91,THB,0.0,Cash,2024-07-19 20:48:51,Central World,,False,1384.91,New,Khon Kaen,CRM_V2,
9a7b5194-69fb-47d6-8a5b-2a37aacb0b4e,C-00147,SKU-1088,Sports,5,203.74,THB,5.0,PromptPay,2024-06-02 22:56:42,Online,NUA24,False,967.76,Regular,Khon Kaen,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
250223c0-dd76-457b-b3c8-4481cf6a5e08,C-00531,SKU_1165,Fashion,4,4962.14,THB,0.0,LINE Pay,2024-07-24 18:00:31,EmQuartier,BTS24,False,19848.56,,Phuket,CRM_V2,BACK_TO_SCHOOL_2024
996d5d19-b34b-4e07-a774-fa05e30a4ee2,C-00463,SKU-1148,Fashion,1,1453.62,THB,5.0,PromptPay,2024-07-02 10:02:02,Icon Siam,,False,1380.94,New,Phuket,CRM_LEGACY,
f1edc32b-94cd-405c-9da9-bb653e24d380,C-00444,SKU-1113,Beauty,3,4840.11,THB,0.0,PromptPay,2024-08-15 11:22:17,Central World,,False,14520.33,,Khon Kaen,CRM_V2,
7571cb16-a2b2-4ab6-9394-d100f8311ff7,C-00699,SKU-1025,Sports,4,4031.07,THB,0.0,Cash,2024-06-05 09:39:56,Online,NUA24,False,16124.28,New,Phuket,CRM_V2,NEW_USER_ACQUISITION_Q3
eba31350-b6d5-4738-a37d-f651ee4d94fb,,SKU-1022,Electronics,3,1850.91,THB,5.0,PromptPay,2024-06-15 22:11:01,Online,SP24,False,5275.09,,,,SUMMER_PROMO_2024_TH
ff4ae847-4688-4192-8245-df76a33bbc1d,C-00223,SKU-1151,Home & Living,3,2962.73,THB,0.0,Cash,2024-07-31 11:54:49,Online,MEA24,False,8888.19,New,Chonburi,CRM_LEGACY_MIGRATED,MEMBER_EXCLUSIVE_AUG_2024
3de1b9b7-2597-474c-af8f-2c502d7c95ff,C-00175,SKU_1080,Sports,4,1523.24,THB,10.0,Cash,2024-08-20 13:14:42,EmQuartier,MEA24,False,5483.66,VIP,Chonburi,CRM_V2,MEMBER_EXCLUSIVE_AUG_2024
15b8b566-93f3-4d2a-93a4-332ceceb4f08,,SKU_1193,Electronics,4,3397.39,THB,10.0,Cash,2024-06-27 09:25:32,Central World,NUA24,False,12230.6,,,,NEW_USER_ACQUISITION_Q3
f14fe220-8a06-44d5-ab84-11cfbbb87654,,SKU_1183,Electronics,5,4193.0,THB,0.0,Credit Card,2024-07-05 10:52:16,Online,,False,20965.0,,,,
17173bc6-33ff-47a3-a51e-c11daa7f6c2e,C-00449,SKU-1100,Home & Living,4,4562.54,THB,15.0,Credit Card,2024-06-21 09:27:54,Online,,False,15512.64,New,Khon Kaen,CRM_V2,
ec53c44c-fe15-4e8c-a9ec-a7b7007eaaf1,C-00558,SKU-1132,Fashion,2,2931.19,THB,10.0,PromptPay,2024-06-12 15:03:53,Icon Siam,SP24,False,5276.14,New,Phuket,CRM_V2,SUMMER_PROMO_2024_TH
55b63eac-e0ec-428c-bad9-d6e37b6f47a0,C-00391,SKU_1178,Home & Living,5,2624.31,THB,15.0,Cash,2024-08-10 15:41:44,Siam,,False,11153.32,,Phuket,CRM_V2,
ee4bc349-4fa5-4244-bfa9-3dee23eec2fd,C-00326,1097,Home & Living,1,2732.09,THB,0.0,PromptPay,2024-06-29 09:57:35,EmQuartier,,False,2732.09,New,Chonburi,CRM_V2,
086df7d4-26b9-4d77-904c-51374ace0b64,C-00232,SKU_1170,Home & Living,1,2660.55,THB,15.0,Credit Card,2024-07-20 22:26:00,Online,NUA24,False,2261.47,Regular,Phuket,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
c824eeaf-000f-4847-a6a4-5f75c6cc76e1,C-00221,SKU-1034,Sports,5,857.31,THB,0.0,Credit Card,2024-06-26 10:51:25,,,False,4286.55,Regular,Chonburi,CRM_V2,
3c02ee50-556c-43bb-a824-ffc6317ea9ed,,SKU_1160,Fashion,2,4627.82,THB,20.0,Credit Card,2024-07-26 13:22:29,EmQuartier,BTS24,False,7404.51,,,,BACK_TO_SCHOOL_2024
7f1e3a80-2368-4629-9b5a-61d8a0b8ad84,C-00282,1084,Home & Living,3,3944.46,THB,5.0,Credit Card,2024-08-14 19:52:27,Icon Siam,,False,11241.71,New,Phuket,CRM_LEGACY,
530ccbb9-81f4-4ce6-b030-83742e5764a9,C-00785,1041,Sports,2,4094.12,THB,10.0,LINE Pay,2024-06-21 18:52:10,Online,NUA24,False,7369.42,Regular,Khon Kaen,CRM_V2,NEW_USER_ACQUISITION_Q3
f9ed1225-a85e-49d4-a3f0-358f689686d3,,SKU-1168,Beauty,2,1470.6,THB,20.0,PromptPay,2024-07-03 17:56:06,EmQuartier,NUA24,False,2352.96,,,,NEW_USER_ACQUISITION_Q3
d70f2d03-2438-485a-8b85-0d11c31fb440,C-00007,SKU-1125,Beauty,1,2515.19,THB,0.0,Credit Card,2024-06-05 10:27:00,,NUA24,False,2515.19,Regular,Chonburi,CRM_V2,NEW_USER_ACQUISITION_Q3
bbebbee2-3c26-41a9-8fb8-d23831190b0b,C-00529,SKU_1179,Home & Living,4,4817.74,THB,15.0,Credit Card,2024-07-17 18:46:05,Online,,False,16380.32,VIP,Phuket,CRM_V2,
13551c8b-cbd4-484e-a121-ed39862d9b51,C-00708,SKU-1095,Sports,3,4752.64,THB,15.0,LINE Pay,2024-08-27 18:43:51,Icon Siam,,False,12119.23,,Chiang Mai,CRM_V2,
0bd5d943-48a2-4510-b780-ebfee34049a8,C-00256,SKU-1093,Sports,3,2976.33,THB,5.0,PromptPay,2024-07-03 13:54:44,Central World,,False,8482.54,New,Khon Kaen,CRM_V2,
d3361b4c-ea31-4144-87c5-e06258f1c875,,SKU-1009,Fashion,1,2993.45,THB,0.0,LINE Pay,2024-06-23 13:19:56,Icon Siam,SP24,False,2993.45,,,,SUMMER_PROMO_2024_TH
4f0385dc-6343-4648-9191-7471b17c5943,C-00175,SKU-1190,Sports,5,4929.38,THB,0.0,Credit Card,2024-06-26 09:42:32,Icon Siam,,False,24646.9,VIP,Chonburi,CRM_V2,
27ca173d-a868-4701-b698-4b8aedaa1ee4,,SKU-1027,Beauty,1,748.7,THB,5.0,Credit Card,2024-07-19 16:46:36,EmQuartier,NUA24,False,711.26,,,,NEW_USER_ACQUISITION_Q3
95302678-21b4-4c5b-bec6-e0aac0c46b21,C-00672,SKU-1105,Beauty,4,3935.59,THB,5.0,PromptPay,2024-07-18 13:43:16,Central World,,False,14955.24,Regular,Khon Kaen,CRM_V2,
c8beb919-274c-411a-a9d9-079022b0ed13,C-00229,SKU-1182,Sports,2,1711.25,THB,5.0,Credit Card,2024-07-21 09:31:01,Central World,BTS24,False,3251.38,New,Chiang Mai,CRM_V2,BACK_TO_SCHOOL_2024
8305bac7-f06a-4311-a0ec-0f4b62b76fa5,C-00147,SKU_1048,Home & Living,3,1939.86,THB,10.0,Cash,2024-08-26 15:40:44,Siam,,False,5237.62,Regular,Khon Kaen,CRM_LEGACY,
2d617491-3011-4d45-9a5d-f738b919a12d,C-00418,SKU-1015,Electronics,3,2706.97,THB,10.0,PromptPay,2024-06-22 21:21:47,Central World,,False,7308.82,Regular,Bangkok,CRM_V2,
925c0101-d3c4-42cd-be1b-164af4f718ba,C-00138,SKU-1043,Sports,5,1613.9,THB,15.0,Cash,2024-06-12 10:51:34,Icon Siam,SP24,False,6859.08,New,Chiang Mai,CRM_V2,SUMMER_PROMO_2024_TH
e7dd9130-c056-4eb1-a911-372fe6611dc6,,SKU-1004,Sports,5,3375.92,THB,5.0,PromptPay,2024-06-15 12:20:06,EmQuartier,SP24,False,16035.62,,,,SUMMER_PROMO_2024_TH
16902572-2648-4b67-a988-07f0bd7e243d,C-00107,SKU_1161,Fashion,5,724.43,THB,20.0,Credit Card,2024-08-21 15:13:19,Online,NUA24,False,2897.72,,Chonburi,CRM_V2,NEW_USER_ACQUISITION_Q3
6718d539-2c40-4fb1-81f4-0006d2e5e941,C-00505,SKU-1054,Sports,2,578.88,THB,15.0,PromptPay,2024-07-19 22:30:53,EmQuartier,BTS24,False,984.1,New,Bangkok,CRM_V2,BACK_TO_SCHOOL_2024
4cd11af9-a157-41ec-8916-b383eb25ae4d,C-00590,SKU-1050,Home & Living,5,4669.14,THB,10.0,PromptPay,2024-08-09 17:08:25,Icon Siam,,False,21011.13,New,Phuket,CRM_LEGACY,
cdef850f-78b8-4e18-b55f-9cfe8dacc65b,,SKU-1158,Electronics,4,4308.34,THB,20.0,Cash,2024-06-02 13:22:00,Online,NUA24,False,13786.69,,,,NEW_USER_ACQUISITION_Q3
f918b206-01d7-4776-8d5d-591ebb215141,C-00290,SKU_1176,Home & Living,2,3250.0,THB,10.0,Credit Card,2024-06-17 18:09:23,Online,,False,5850.0,Regular,Chiang Mai,CRM_V2,
0070e012-c403-4318-bd77-ecbf88171bec,C-00441,1052,Fashion,5,2946.88,THB,0.0,LINE Pay,2024-06-23 21:25:00,Icon Siam,NUA24,False,14734.4,New,Chiang Mai,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
1ae9d616-3b90-45a1-beba-3e633860f007,C-00621,SKU-1163,Beauty,4,2017.62,THB,20.0,PromptPay,2024-08-12 13:03:54,Central World,,False,6456.38,New,Khon Kaen,CRM_V2,
7ad9016d-9707-4dfa-b400-fdb000391d63,C-00622,SKU-1034,Sports,2,353.79,THB,0.0,LINE Pay,2024-07-07 11:25:05,Icon Siam,NUA24,False,707.58,New,Bangkok,CRM_V2,NEW_USER_ACQUISITION_Q3
ecccaaf3-7627-4968-af5b-2a1a5e679867,,SKU-1125,Electronics,3,2557.44,THB,0.0,Credit Card,2024-07-01 18:31:48,Online,,False,7672.32,,,,
2e56851e-7ef7-4c56-bda2-68a1dfee2453,,SKU-1120,Sports,4,3555.52,THB,5.0,PromptPay,2024-07-14 09:09:46,Icon Siam,BTS24,False,13510.98,,,,BACK_TO_SCHOOL_2024
dc0ce17f-7582-4eec-bc91-41bcc5bad946,C-00698,SKU-1193,Home & Living,3,4760.01,THB,0.0,PromptPay,2024-08-29 18:31:40,Icon Siam,,False,14280.03,Regular,Chiang Mai,CRM_LEGACY_MIGRATED,
54151f15-0805-4600-9b96-e18143fe04cc,C-00146,SKU-1188,Home & Living,2,3486.05,THB,10.0,LINE Pay,2024-08-14 13:43:45,Online,,False,6274.89,New,Chiang Mai,CRM_V2,
0c3eab5d-e91f-4574-9398-5a9c36f2977c,C-00432,SKU_1183,Home & Living,3,3959.34,THB,20.0,LINE Pay,2024-06-25 11:59:27,Online,SP24,False,9502.42,Regular,Chiang Mai,CRM_LEGACY_MIGRATED,SUMMER_PROMO_2024_TH
dd0b5da5-5418-4c78-8bfc-e946186aa197,,SKU-1058,Beauty,1,4307.11,THB,0.0,Credit Card,2024-06-24 16:17:03,Central World,,False,4307.11,,,,
9527fba5-c9c6-40d2-943c-c195d223f474,C-00176,SKU-1190,Sports,2,1291.14,THB,0.0,LINE Pay,2024-07-26 15:53:22,Central World,,False,2582.28,Regular,Bangkok,CRM_V2,
5d701ed2-1793-4479-b508-806d8fd26bd7,C-00494,SKU_1189,Sports,5,1948.87,THB,10.0,Cash,2024-06-26 12:14:31,Central World,SP24,False,8769.91,Regular,Chiang Mai,CRM_V2,SUMMER_PROMO_2024_TH
1403a820-a1bd-43d8-9399-e8ebb865b9ec,C-00549,SKU-1116,Electronics,4,2641.69,THB,0.0,PromptPay,2024-07-04 18:52:36,Icon Siam,BTS24,False,10566.76,,Khon Kaen,CRM_V2,BACK_TO_SCHOOL_2024
bf71d933-c070-457c-aab9-2d12df581a4c,C-00449,SKU_1009,Beauty,1,4076.11,THB,0.0,Cash,2024-08-21 13:18:43,Icon Siam,,False,4076.11,New,Khon Kaen,CRM_V2,
9b60afc2-f456-421b-8e9b-4e3923089f0e,C-00276,SKU-1190,Sports,3,2698.47,THB,20.0,PromptPay,2024-07-07 20:40:49,Online,,False,6476.33,Regular,Chonburi,CRM_LEGACY,
ef46bba5-8f9d-43c7-a229-f5fa086e4c7d,C-00389,SKU-1194,Beauty,4,211.02,THB,20.0,LINE Pay,2024-07-21 15:51:12,Siam,NUA24,False,675.26,Regular,Khon Kaen,CRM_LEGACY_MIGRATED,NEW_USER_ACQUISITION_Q3
2ed9df5a-51b9-49b2-bfd7-8fe38ae30a67,C-00370,SKU_1058,Beauty,4,693.74,THB,10.0,PromptPay,2024-08-01 20:03:39,EmQuartier,,False,2497.46,New,Khon Kaen,CRM_V2,
be8fc46d-9286-42f4-b815-6f942f981879,C-00171,1195,Beauty,5,2734.07,THB,10.0,PromptPay,2024-06-17 22:53:24,Central World,,False,12303.32,Regular,Chiang Mai,CRM_V2,
cd99d962-baeb-4133-92e8-b1fb9294b8b7,C-00364,SKU_1055,Home & Living,3,2814.88,THB,0.0,Credit Card,2024-08-24 13:51:09,Icon Siam,,False,8444.64,Regular,Khon Kaen,CRM_V2,
b50506b2-8406-4b9e-9788-b0c36b5f51e0,C-00407,SKU-1185,Electronics,5,4042.98,THB,0.0,PromptPay,2024-06-20 10:43:15,Icon Siam,,False,20214.9,,Khon Kaen,CRM_LEGACY_MIGRATED,
d9423e4b-9726-4fb8-9d69-b496f8264b3a,C-01234,SKU-1045,Home & Living,1,1389.75,THB,5.0,Credit Card,2024-06-09 20:08:35,Icon Siam,SP24,False,1320.26,,,,SUMMER_PROMO_2024_TH
9f4ce5ee-4c2d-4608-a6a5-2cbba571df0d,C-00577,SKU-1012,Fashion,4,4968.61,THB,0.0,LINE Pay,2024-07-28 16:06:13,Central World,NUA24,False,19874.44,Regular,Phuket,CRM_V2,NEW_USER_ACQUISITION_Q3
b5d5da70-fad2-4a46-a131-ac43a6e54193,C-00078,SKU-1016,Beauty,1,184.02,THB,0.0,Credit Card,2024-06-14 21:41:41,Icon Siam,,False,184.02,Regular,Chonburi,CRM_V2,
68ca07a2-a374-4003-9c68-8fc603b16da1,C-00548,SKU-1124,Fashion,2,4102.98,THB,10.0,LINE Pay,2024-07-25 21:51:46,Siam,NUA24,False,7385.36,Regular,Chiang Mai,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
ae54f974-eb82-4a58-9b58-3b83ee540650,,1172,Electronics,5,2319.65,THB,0.0,Credit Card,2024-06-30 19:39:12,Siam,,False,11598.25,,,,
e3d788e3-83cc-4d72-8e30-3dea77ae85d4,C-00391,SKU-1065,Beauty,3,602.42,THB,0.0,PromptPay,2024-08-08 12:04:51,Online,MEA24,False,1807.26,,Phuket,CRM_V2,MEMBER_EXCLUSIVE_AUG_2024
5a137541-ec27-4901-bc26-9ae0d97f7191,C-00294,SKU-1185,Home & Living,3,3117.32,THB,0.0,Cash,2024-07-30 20:23:52,Central World,,False,9351.96,Regular,Chiang Mai,CRM_V2,
d367f14a-a1d8-49c4-877d-9e21b347e9fe,C-00777,SKU-1198,Fashion,-1,3064.41,THB,0.0,LINE Pay,2024-07-21 09:01:23,Central World,NUA24,True,-3064.41,New,Khon Kaen,CRM_V2,NEW_USER_ACQUISITION_Q3
7f3fb27f-4379-4ea9-b114-253eb3d858ce,C-00585,SKU_1128,Home & Living,4,4590.42,THB,15.0,Cash,2024-07-27 13:18:52,Central World,,False,15607.43,,Bangkok,CRM_V2,
84db6381-c20c-44f8-a191-2793ed952cce,C-00242,SKU-1025,Sports,5,954.87,THB,15.0,Cash,2024-08-28 11:20:32,Icon Siam,NUA24,False,4058.2,New,Phuket,CRM_V2,NEW_USER_ACQUISITION_Q3
d0da8c40-e56d-41f1-8203-577af33b9498,C-00624,SKU-1104,Beauty,4,3174.55,THB,5.0,Cash,2024-07-26 18:17:30,,,False,12063.29,Regular,Chonburi,CRM_V2,
224377f8-b850-490d-bffe-100f814dfec0,C-00764,SKU-1122,Electronics,2,591.71,THB,10.0,Cash,2024-08-20 17:20:42,,NUA24,False,1065.08,Regular,Chonburi,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
e3a5d279-a617-4453-848b-99424670aff2,C-00621,SKU-1063,Fashion,1,3100.4,THB,5.0,Credit Card,2024-08-16 09:43:27,Icon Siam,,False,2945.38,New,Khon Kaen,CRM_V2,
1da453ef-43f6-4285-a161-79a4ced4c485,C-00350,SKU-1000,Beauty,3,4014.08,THB,0.0,LINE Pay,2024-06-18 15:41:55,Online,,False,12042.24,Regular,Phuket,CRM_V2,
3100b3b3-20fa-4b2c-bd60-9fc4ef92e2bb,C-00396,SKU-1029,Electronics,4,4725.15,THB,20.0,Credit Card,2024-07-20 20:00:22,EmQuartier,,False,15120.48,New,Khon Kaen,CRM_V2,
a23ca976-800f-4e50-abe1-e310fe527bd1,C-00249,SKU_1161,Sports,4,3898.8,THB,0.0,Cash,2024-06-26 17:10:59,Icon Siam,FSJ24,False,15595.2,Regular,Khon Kaen,CRM_LEGACY,FLASH_SALE_JULY_2024
40ef3ca0-112d-4c32-a4c0-a422796a0479,,SKU-1198,Home & Living,2,690.47,THB,0.0,PromptPay,2024-07-30 15:35:12,Siam,NUA24,False,1380.94,,,,NEW_USER_ACQUISITION_Q3
a7392900-e109-447b-bfe1-3849b4cd6344,C-00333,1118,Beauty,1,4625.51,THB,15.0,LINE Pay,2024-08-24 21:28:31,Central World,NUA24,False,3931.68,New,Chonburi,CRM_LEGACY,NEW_USER_ACQUISITION_Q3
79daa05b-b47b-436a-b857-bda279345155,C-00125,1144,Home & Living,3,4752.79,THB,0.0,Cash,2024-08-12 15:14:13,Siam,,False,14258.37,Regular,Bangkok,CRM_LEGACY_MIGRATED,
