transaction_id,customer_ref,product_sku,product_category,qty,unit_price,currency,discount_pct,payment_method,transaction_datetime,store_channel,campaign_code,is_return,net_amount_thb
f4f7dc9b-66d0-4bf3-a316-f06d6a06362b,,SKU-1184,Electronics,5,1877.99,THB,0.0,Cash,2024-07-21 22:38:28,Online,NUA,False,9389.95
3c46ef7a-18eb-47d3-9222-1d09aa6f98d5,C-05366,SKU-1196,Fashion,1,266.15,THB,20.0,LINE Pay,2024-10-29 07:40:12,Icon Siam,,False,212.92
7f9d43aa-5977-43ca-ba4e-a96f63c2b078,,SKU-1100,Beauty,3,4009.64,THB,0.0,Credit Card,2025-03-09 10:34:08,Central World,NUA,False,12028.92
d54e72ae-6b55-418a-b4bb-e66c4fa82799,C-02635,SKU_1026,Electronics,-3,347.79,THB,0.0,Cash,2024-09-08 09:50:29,Online,,True,-1043.37
288cdd53-a467-47f2-9a2b-1d2670b9b3fc,C-04091,SKU_1144,Beauty,3,3115.26,THB,5.0,LINE Pay,2024-06-19 18:37:28,,SP01,False,8878.49
028c8703-cfc0-4185-ad67-13b4b6d4f6c8,C-01142,1068,Beauty,1,4968.62,THB,20.0,PromptPay,2024-07-15 20:02:18,,RAO,False,3974.9
6ff839fd-e29c-45bb-847b-dbc313356969,C-04228,SKU_1174,Sports,2,1816.69,THB,5.0,LINE Pay,2025-05-10 22:42:44,Online,,False,3451.71
765e49c0-7e56-4149-94b3-bd83d375dfc6,C-04149,SKU_1150,Fashion,2,4770.19,THB,5.0,Credit Card,2025-01-23 14:21:57,Siam,,False,9063.36
d6b9636b-9a08-49be-83c3-9945f2462e0a,,SKU-1080,Fashion,1,494.41,THB,0.0,PromptPay,2025-04-19 17:47:49,Icon Siam,RAO,False,494.41
64401b8c-cdf5-43eb-b5a7-e5125d42c1aa,C-09484,SKU-1153,Sports,1,2642.58,THB,20.0,LINE Pay,2025-02-22 10:51:46,Icon Siam,SP06,False,2114.06
5d87773c-a0a4-4b11-ad11-933bb54820a1,,SKU-1049,Home & Living,5,280.52,THB,0.0,PromptPay,2024-09-25 12:54:41,EmQuartier,,False,1402.6
044ee4d7-a595-4f59-9351-eb6a3b0db637,C-00367,SKU-1099,Fashion,5,1867.87,THB,0.0,Cash,2024-06-21 18:22:45,Siam,,False,9339.35
5e29d471-5eef-4ec9-b6bd-7559ebce747a,C-01978,SKU_1077,Home & Living,1,2850.3,THB,0.0,Cash,2024-06-08 14:51:03,Siam,ME01,False,2850.3
f6a8fb0e-9e16-447e-87a4-7fb07af80836,C-02552,SKU_1200,Sports,3,4108.64,THB,20.0,PromptPay,2024-11-04 17:16:10,Central World,,False,9860.74
a07b0d57-675b-41ba-ad68-1eca4da8b9c6,C-04077,SKU_1056,Sports,5,4873.51,THB,0.0,Cash,2025-05-18 22:33:15,Online,,False,24367.55
17e25968-53b0-4ede-9a2c-752608ef1edb,C-01766,SKU-1095,Sports,2,4918.83,THB,0.0,LINE Pay,2024-07-04 11:26:02,EmQuartier,,False,9837.66
410f4aff-91d3-4364-97cc-358fff7a7dfe,C-08511,SKU-1076,Beauty,1,3604.14,THB,0.0,Cash,2024-12-15 19:20:08,EmQuartier,RW,False,3604.14
b07c1e95-7c82-4e3c-8f62-67216e3e369e,C-10079,SKU-1095,Beauty,3,1864.33,THB,15.0,PromptPay,2024-06-16 11:44:10,Siam,,False,4754.04
03ac8de8-5bae-4c99-9ffe-30d3fd597413,C-06200,SKU-1101,Fashion,2,2200.86,THB,0.0,Credit Card,2024-10-01 06:49:05,Icon Siam,BTS03,False,4401.72
b4b5ac4b-4b0b-461c-9fd2-5e7424b941ec,,SKU_1060,Beauty,3,3760.85,THB,0.0,PromptPay,2024-12-24 18:29:09,Siam,,False,11282.55
28cc54a9-ded9-4adf-8a7c-035dc616fafd,C-03267,SKU-1183,Home & Living,4,4773.7,THB,0.0,PromptPay,2025-05-11 09:36:51,Online,,False,19094.8
c5ceafbc-803c-4ed5-a7c2-49dc80c54dcd,C-02980,SKU_1129,Beauty,1,305.8,THB,0.0,Credit Card,2025-05-23 22:45:05,Online,,False,305.8
561ec3cb-3f41-4c59-a901-dd217f2b81b2,C-01065,SKU-1195,Fashion,3,3893.64,THB,0.0,PromptPay,2025-05-18 18:12:53,Central World,SP08,False,11680.92
d6cd9359-c067-44a2-b05a-08db957820fc,,SKU-1011,Sports,2,2159.44,THB,5.0,Credit Card,2025-02-25 17:28:57,Central World,NUA,False,4102.94
c88c79d9-c952-436c-aaf5-b98ed40cd5af,C-00678,SKU-1082,Home & Living,5,1633.63,THB,20.0,LINE Pay,2025-02-17 15:42:58,Online,,False,6534.52
a7160498-ac72-4784-84ac-cc1bcab2ee6b,C-07341,SKU_1130,Electronics,2,1822.9,THB,10.0,LINE Pay,2025-02-22 19:41:08,Central World,,False,3281.22
95bb193d-db15-4745-8466-427de668eea3,C-09671,SKU-1013,Home & Living,5,3138.77,THB,0.0,Cash,2024-09-19 21:18:23,EmQuartier,LMP,False,15693.85
a975405a-fd83-42dc-9b7d-a2b50c520f78,C-06200,1099,Electronics,2,1690.19,THB,10.0,Credit Card,2025-01-14 11:42:33,Icon Siam,,False,3042.34
c39a7421-13f1-4c0d-b90f-3b8e92cc1970,C-07332,SKU-1191,Sports,5,199.74,THB,0.0,Credit Card,2024-12-05 19:21:52,EmQuartier,,False,998.7
cabc375e-87c0-47e0-9785-0cfe13705f30,C-05181,SKU-1112,Sports,4,401.31,THB,10.0,PromptPay,2024-08-20 22:53:39,Icon Siam,,False,1444.72
4d8ab1ad-ac07-46a7-96ac-204b9ac167d0,C-01273,SKU-1133,Fashion,4,3264.73,THB,5.0,Credit Card,2024-08-23 19:35:03,Siam,LMP,False,12405.97
2506f0d8-6c37-46ee-8bc3-29bdbc73dbe0,C-07566,SKU-1160,Sports,2,2966.16,THB,0.0,Cash,2024-12-26 19:55:56,Central World,,False,5932.32
98e5e001-af59-45e2-8eaf-69fb87736a66,,1186,Electronics,1,2132.98,THB,0.0,Credit Card,2024-09-18 12:29:55,Icon Siam,,False,2132.98
2650a0a7-ed6d-448b-a1d8-c13e65ecd962,,SKU-1182,Electronics,4,919.99,THB,15.0,PromptPay,2024-11-02 10:43:34,,,False,3127.97
78ca1dcf-bd44-45d5-982a-b67a4417b23b,C-06422,1028,Beauty,-5,1068.77,THB,5.0,PromptPay,2024-11-12 12:42:45,Icon Siam,,True,-5076.66
307fae2c-17cf-4c4d-a85c-37e7aaf1c44e,,SKU-1135,Beauty,5,2466.8,THB,100.0,LINE Pay,2025-01-30 19:34:39,Central World,ME06,False,0.0
23d2a114-5b49-4d30-a988-c3499ae0af94,C-07277,SKU-1154,Sports,5,290.02,THB,20.0,Credit Card,2024-06-27 18:12:14,Online,,False,1160.08
0f77e971-477e-41c7-815c-c3d5ee41a6f7,,SKU_1176,Sports,3,4754.43,THB,20.0,Cash,2025-01-28 22:57:54,Icon Siam,LMP,False,11410.63
7523b325-6ca1-4791-913f-c04886e474d6,,SKU-1085,Home & Living,4,2863.94,THB,0.0,Credit Card,2024-06-30 04:10:14,EmQuartier,,False,11455.76
6c431228-d59b-47d0-bef3-e38093cb2994,C-04564,SKU-1083,Electronics,4,3048.32,THB,0.0,PromptPay,2024-07-11 20:58:47,EmQuartier,RAO,False,12193.28
8066993f-765f-4fa1-92db-06bcf62fafc8,C-01371,SKU-1049,Beauty,1,443.85,THB,0.0,PromptPay,2024-08-13 12:47:16,Siam,,False,443.85
0dae6ef3-0e92-4038-be02-1bf24a9d395b,C-08921,SKU-1049,Beauty,1,457.17,THB,10.0,LINE Pay,2025-01-31 22:02:19,Central World,,False,411.45
c38e3143-a080-4a58-886e-cdd56967b716,C-03572,SKU_1062,Beauty,1,3323.95,THB,5.0,Cash,2024-09-17 12:17:42,Online,,False,3157.75
876ba0da-3b7a-4de5-ba5f-d0b813c2c277,C-09188,SKU-1073,Electronics,1,178.66,THB,20.0,Credit Card,2024-12-13 21:25:20,,,False,142.93
26bb8c01-829c-47e5-9c94-87c1e728ec70,,SKU_1099,Beauty,5,332.72,THB,0.0,PromptPay,2025-02-03 11:20:24,EmQuartier,,False,1663.6
d5af14c4-248e-431f-8c4b-a2a38f9baca0,C-01877,SKU-1138,Sports,5,1679.01,THB,20.0,LINE Pay,2025-05-28 16:37:58,Central World,,False,6716.04
88581a8e-35d9-4348-ae93-724d6605fcbc,C-08679,SKU_1083,Fashion,5,3003.77,THB,0.0,Cash,2025-02-01 12:03:48,Icon Siam,LMP,False,15018.85
8d1f97ab-7e26-411a-8c7c-1360cf2b45c1,C-07679,SKU-1147,Sports,-2,665.05,THB,5.0,PromptPay,2024-08-11 22:10:09,Online,SP02,True,-1263.59
8e7ec1a0-acc9-497e-b6a5-52c59c23cfae,C-01773,SKU_1140,Electronics,2,3791.14,THB,0.0,PromptPay,2025-01-04 15:12:50,EmQuartier,,False,7582.28
dff1b633-8938-4533-a776-91f7fb4e6a19,C-07521,SKU-1074,Electronics,1,1490.67,THB,10.0,LINE Pay,2025-02-26 09:57:38,Central World,,False,1341.6
de5661dc-c247-4f4b-9e96-153d291003dd,C-03265,SKU-1087,Sports,2,4789.64,THB,5.0,PromptPay,2024-09-14 11:42:29,Online,,False,9100.32
7b278f66-1850-4a34-95f0-131ab70cef06,C-01210,SKU-1060,Home & Living,2,1532.02,THB,20.0,Credit Card,2024-07-12 03:49:33,Online,,False,2451.23
6b1f76f7-75e9-4630-a3ea-7a95ae4e08ca,C-09939,SKU-1102,Home & Living,2,3918.25,THB,0.0,Cash,2025-04-14 16:37:11,EmQuartier,,False,7836.5
7584a7d9-ed79-4084-9530-88fe2d492346,C-01642,SKU_1188,Beauty,3,2057.36,THB,0.0,Credit Card,2024-10-28 18:58:16,,,False,6172.08
9e049ec1-04cf-41a4-ae6b-18ae3621ba44,C-03135,SKU-1062,Fashion,2,4134.18,THB,15.0,Cash,2025-04-05 20:17:50,Online,NUA,False,7028.11
eb90bf60-409b-4097-bfdc-2fca2b594a52,,SKU-1146,Electronics,2,482.36,THB,0.0,Credit Card,2024-10-07 18:13:54,Central World,,False,964.72
c3d3eaa1-4bf1-4d87-91ca-94b9e704cd3d,,SKU-1094,Electronics,3,341.21,THB,0.0,Credit Card,2024-12-02 09:16:39,Siam,,False,1023.63
cd238211-d521-401a-9c13-d054c770d1c6,C-09827,SKU_1001,Fashion,2,2799.75,THB,0.0,LINE Pay,2025-04-06 12:33:14,Icon Siam,LMP,False,5599.5
c6bd3e0d-3932-4939-8777-e89028956f9f,,SKU-1031,Electronics,5,3421.86,THB,5.0,Credit Card,2024-10-21 12:36:15,,LMP,False,16253.84
ffefd06e-c3f3-40e3-b37e-21ed5ede0fda,C-08218,SKU-1132,Beauty,4,1685.02,THB,20.0,PromptPay,2024-06-03 18:50:11,Central World,,False,5392.06
677041cc-c76f-41cb-a676-92c8811cae8e,,SKU-1048,Fashion,4,1398.89,THB,0.0,Cash,2024-12-12 15:52:25,EmQuartier,,False,5595.56
29954efa-a0c5-45dd-b235-33b530da04de,C-07033,SKU-1186,Electronics,2,1328.28,THB,20.0,Credit Card,2024-11-02 14:59:30,EmQuartier,,False,2125.25
4ff3fa2e-e361-49ff-b902-1a20c2508938,,SKU-1076,Electronics,2,3460.76,THB,20.0,PromptPay,2024-08-09 02:13:44,Central World,,False,5537.22
84060a72-8d41-4891-82fe-ddb2938bb8b5,C-07033,SKU-1082,Fashion,5,4997.11,THB,15.0,Credit Card,2024-11-22 11:44:00,Central World,,False,21237.72
77d9f468-365e-4752-8a68-3b3f5d2ad2ca,C-05774,SKU-1150,Sports,5,1829.08,THB,10.0,PromptPay,2024-06-05 16:39:54,EmQuartier,,False,8230.86
c6ce04fe-9140-482b-9fa5-14fd08214243,C-06673,1194,Home & Living,1,3629.05,THB,15.0,Cash,2025-04-12 18:41:19,Central World,,False,3084.69
b88ffc4d-84e2-467b-86f2-9a60a09a1d34,C-07547,1148,Beauty,5,2639.47,THB,10.0,Credit Card,2025-02-02 17:46:24,Siam,RW,False,11877.62
0a281ba4-e7f7-4d9f-a639-4ddf66c6b65b,C-02052,SKU-1163,Home & Living,1,3955.76,THB,100.0,PromptPay,2024-07-16 10:08:46,Central World,NUA,False,0.0
399f635b-31e9-4d6c-9a17-3b4b2180c376,C-02431,SKU-1042,Home & Living,1,3191.71,THB,0.0,LINE Pay,2025-04-02 16:52:47,Central World,,False,3191.71
90d0c346-eadf-453a-b111-5be8614673ab,C-04525,SKU_1112,Sports,2,907.76,THB,0.0,Cash,2025-05-30 17:53:26,Online,FS12,False,1815.52
6f07f29b-1458-4aac-9e7e-0ec7b927a535,C-06018,SKU-1109,Beauty,5,2107.78,THB,15.0,PromptPay,2025-03-27 17:06:07,Icon Siam,,False,8958.06
598e3675-58cf-4aa9-9b9d-14b1f391caad,C-01152,1073,Fashion,5,207.02,THB,20.0,Cash,2025-03-16 14:55:15,EmQuartier,,False,828.08
7835b407-e4c4-48c7-9c2e-f6ebc0095831,,SKU-1002,Beauty,2,4494.72,THB,15.0,Credit Card,2024-09-10 10:59:23,,FS04,False,7641.02
d518d5f6-f04d-4d6e-89f2-d014373d9eb3,C-01600,SKU-1195,Sports,2,4755.96,THB,0.0,Credit Card,2024-09-04 13:18:29,EmQuartier,,False,9511.92
6972a620-4a83-4c87-ba77-195b7377c6ec,C-03661,SKU_1147,Home & Living,3,4886.05,THB,0.0,Cash,2024-07-19 11:45:38,Icon Siam,RW,False,14658.15
19eb999a-b0f2-4de1-bf9c-6c3d2486a3de,C-09992,1061,Fashion,5,3160.67,THB,10.0,Cash,2024-08-20 22:22:42,EmQuartier,,False,14223.02
621d54d9-d125-4b98-bf4f-d394d58b199e,C-03229,SKU_1062,Beauty,2,3328.45,THB,5.0,Credit Card,2024-09-11 16:27:19,Siam,,False,6324.05
eb7ef023-d812-4a5b-b89c-99e744ee3954,C-04777,SKU-1101,Beauty,3,4327.04,THB,0.0,Cash,2025-03-15 10:05:17,,,False,12981.12
04ec0077-81c4-4fad-bdad-232e0b320b64,C-09195,SKU_1181,Electronics,4,425.77,THB,0.0,Credit Card,2025-03-25 22:35:33,Siam,ME07,False,1703.08
95a2cb1d-120c-481e-8c67-af94caf2c0b9,C-09119,SKU-1106,Home & Living,2,1705.52,THB,15.0,PromptPay,2025-01-30 13:03:25,Icon Siam,BTS06,False,2899.38
1ae02823-a508-440e-8f75-069131feac02,C-01025,SKU-1130,Fashion,1,609.44,THB,0.0,Cash,2024-07-03 13:09:59,Online,,False,609.44
f7291233-9b14-424a-8e8d-50de7e337674,C-05187,SKU-1141,Beauty,2,2807.12,THB,20.0,Credit Card,2024-12-03 17:16:21,Siam,LMP,False,4491.39
55a937b4-cafb-4a2c-8254-fe4245d54ef9,C-01707,SKU_1191,Fashion,4,3747.93,THB,0.0,PromptPay,2024-07-31 10:46:56,Siam,LMP,False,14991.72
12f199b1-d302-4577-b00e-bb5eac02e624,,SKU-1174,Electronics,2,2243.71,THB,0.0,LINE Pay,2024-06-02 21:10:25,Central World,,False,4487.42
1b5a322a-94ef-4ff5-a601-e8f86fced221,C-02230,SKU-1064,Electronics,5,856.08,THB,0.0,Cash,2024-12-14 15:52:11,EmQuartier,NUA,False,4280.4
8f8e535c-8d6c-4890-8523-84905979ce99,C-01794,1132,Electronics,2,4488.81,THB,0.0,PromptPay,2024-06-09 10:05:40,EmQuartier,,False,8977.62
34a2f685-5d89-4b3c-89b8-43f215ee0f5a,C-01069,SKU_1167,Sports,4,4243.27,THB,20.0,Cash,2024-10-24 15:30:50,Siam,RW,False,13578.46
c110dc5e-aa77-45fe-b7b1-c34e75f95bbb,C-03383,SKU_1194,Electronics,3,4826.93,THB,0.0,PromptPay,2025-05-03 14:07:25,Central World,BTS08,False,14480.79
3dd98148-0892-4589-ae50-b50e334fd349,C-02424,SKU-1044,Sports,1,3289.24,THB,15.0,Credit Card,2025-05-23 17:15:17,Siam,,False,2795.85
c8aeb92e-bd73-412d-b3ff-a1532dffed49,C-03593,SKU_1180,Sports,5,3862.89,THB,20.0,PromptPay,2024-06-13 16:04:50,Central World,RAO,False,15451.56
f5643f2c-ddff-4754-a5a2-5078c19a1be8,C-03124,SKU_1074,Home & Living,2,1190.06,THB,5.0,Cash,2024-10-04 19:32:37,Icon Siam,,False,2261.11
01cd9fde-657d-49f6-a561-f69853e70c0b,C-05298,SKU-1177,Home & Living,2,3665.42,THB,0.0,Credit Card,2025-02-02 17:54:25,Online,,False,7330.84
312e1b71-311b-4154-85b2-f9baf9a9bfa6,C-09163,SKU_1058,Fashion,2,478.31,THB,15.0,Credit Card,2025-03-29 15:49:12,Icon Siam,,False,813.13
1472cfe2-0140-45b7-b569-40f60cce6b8c,C-01650,SKU-1128,Fashion,5,756.97,THB,10.0,PromptPay,2025-05-27 15:18:53,EmQuartier,BTS08,False,3406.36
98cdb337-6af7-4477-bf34-46450027f05e,,SKU-1061,Electronics,2,2127.66,THB,20.0,Cash,2024-10-11 09:09:04,Central World,,False,3404.26
52b294ee-05e1-4853-9726-7b5b8c449884,C-01340,SKU-1155,Home & Living,4,2174.54,THB,5.0,PromptPay,2025-05-12 13:19:10,Central World,RAO,False,8263.25
75a4f0b1-a822-4817-b428-4283f9fa6a17,C-04290,1152,Beauty,4,4343.05,THB,0.0,Credit Card,2025-04-29 12:52:44,,NUA,False,17372.2
9820a4c9-cb5e-4a56-859b-b8f8d4e86ca4,C-07784,1189,Home & Living,-4,1801.46,THB,0.0,PromptPay,2024-07-13 11:28:10,Siam,RW,True,-7205.84
68424137-8719-46ad-8cb1-f11b6f9589cb,C-07240,SKU-1175,Sports,2,4013.79,THB,15.0,PromptPay,2024-08-03 11:39:57,Icon Siam,,False,6823.44
e966a513-121b-43d7-ad49-f7b031f8d9f1,C-06486,SKU-1198,Beauty,4,458.01,THB,0.0,Credit Card,2024-11-19 16:30:48,Central World,,False,1832.04
f2c5106f-5f3b-47eb-b002-aea9be636946,C-00024,SKU-1137,Fashion,5,4126.25,THB,15.0,PromptPay,2025-02-22 10:26:24,Icon Siam,,False,17536.56
a92bf853-6ba1-4734-a435-f955cf16ef7e,C-05454,1063,Home & Living,3,2174.4,THB,10.0,Cash,2025-05-20 17:27:40,Siam,ME08,False,5870.88
b2f1ff5d-5270-4cdb-8cbd-1850ed6a10c7,C-09629,SKU-1029,Home & Living,5,695.28,THB,20.0,Cash,2025-03-29 15:20:14,Online,,False,2781.12
9a5fd351-be2a-4996-8fe6-de77b7b605ce,C-03354,SKU-1112,Beauty,2,4000.17,THB,0.0,PromptPay,2024-07-29 15:35:56,Central World,BTS02,False,8000.34
9c3b6a9f-b610-4edf-9cf1-57329501e1f9,C-07434,SKU-1033,Electronics,3,4013.36,THB,20.0,PromptPay,2024-11-29 11:28:31,Siam,,False,9632.06
a9030ce8-6279-4592-a42f-ae3d2491fc9f,C-06191,1083,Fashion,1,4146.75,THB,100.0,PromptPay,2024-09-25 09:13:45,Icon Siam,,False,0.0
b091146b-a210-4125-bd5c-ff4baa2fb3fe,C-00817,SKU-1055,Beauty,1,314.2,THB,0.0,Credit Card,2024-09-22 13:59:40,Central World,,False,314.2
d0ce1379-81ed-4eb6-80d0-b0373ee610ef,C-06894,1066,Electronics,3,2519.54,THB,0.0,PromptPay,2025-02-02 21:24:06,Siam,RAO,False,7558.62
bcbb93fb-553c-4bfc-9ca2-bf43b72e6164,C-02625,SKU-1024,Home & Living,4,3394.66,THB,15.0,PromptPay,2024-11-19 11:35:12,Central World,,False,11541.84
065d919f-6145-4704-8daa-74ba541fa4c0,C-01940,SKU-1005,Fashion,1,3564.86,THB,15.0,PromptPay,2024-09-25 16:38:08,Central World,,False,3030.13
2044508f-39c5-4a5d-a63e-a8022bae51e2,C-00807,SKU_1158,Home & Living,2,4611.23,THB,0.0,Cash,2024-10-29 10:27:07,Online,,False,9222.46
383342b6-f3ca-4646-91c3-abfd7d6fdb99,,SKU-1113,Fashion,4,3371.32,THB,10.0,LINE Pay,2024-09-21 16:24:05,Icon Siam,,False,12136.75
bc8ed51c-6fac-4a58-8e72-d83184a2e7fe,C-10008,SKU-1129,Sports,5,974.11,THB,20.0,Credit Card,2025-05-24 15:04:40,EmQuartier,,False,3896.44
089df84a-c3b2-460e-bb68-632ad59c9c17,C-07631,SKU-1012,Home & Living,4,3241.23,THB,0.0,LINE Pay,2025-01-04 18:40:30,,,False,12964.92
79de85c2-ad71-4c3a-81dc-d015e3cac9b9,C-00071,SKU-1103,Beauty,5,3094.93,THB,0.0,LINE Pay,2024-12-06 21:47:45,Icon Siam,RAO,False,15474.65
2241f194-1872-47bb-b30f-624d5285e69a,C-02269,SKU-1060,Home & Living,3,4715.22,THB,0.0,Cash,2025-03-03 15:15:33,EmQuartier,,False,14145.66
690a499d-f3db-4678-b4df-0194d19e2841,,SKU-1055,Beauty,1,1069.03,THB,0.0,Credit Card,2025-04-27 09:22:09,Icon Siam,,False,1069.03
46c58cf1-5690-40b5-a2f1-379835af21dd,C-00258,SKU_1002,Sports,1,4664.45,THB,15.0,Credit Card,2025-04-07 17:21:35,Icon Siam,,False,3964.78
635ec0bd-357b-46e6-a34a-6ca88a8346b3,C-03996,SKU-1113,Sports,3,1554.5,THB,5.0,PromptPay,2024-11-05 11:01:06,EmQuartier,,False,4430.32
08beaba8-c98a-4e24-a467-e37ec9383896,C-05134,SKU-1055,Beauty,5,1670.94,THB,5.0,Credit Card,2025-01-18 18:53:01,Online,,False,7936.96
218fb52e-fbb2-4829-a08b-ecc202814b9a,,1196,Home & Living,5,1851.58,THB,0.0,LINE Pay,2024-10-05 20:43:08,Icon Siam,,False,9257.9
