campaign_id,report_date,impressions,clicks,ctr,spend_thb,currency,conversions_reported,platform,utm_source,notes,is_billing_adjustment,is_tracking_anomaly
NEW_USER_ACQUISITION,2024-07-13,421045,9329,2.22,26156.5,THB,21,Facebook,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-13,676624,18886,2.79,42543.15,THB,21,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-14,731316,12957,1.77,32756.93,THB,35,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-14,780717,12922,1.66,31345.63,THB,30,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-07-15,406110,10044,2.47,26573.01,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-15,700844,24902,3.55,33703.92,THB,22,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-16,559763,6478,1.16,27866.46,THB,17,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-16,746876,14191,1.9,31058.19,THB,17,Google,,,False,False
NEW_USER_ACQUISITION,2024-07-17,748353,25813,3.45,42212.39,THB,37,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-17,624157,8955,1.43,30060.53,THB,31,Google,,,False,False
NEW_USER_ACQUISITION,2024-07-18,676756,16008,2.37,35757.93,THB,21,Facebook,affiliate,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-18,0,29,,5485.38,THB,0,Facebook,,tracking anomaly,False,True
NEW_USER_ACQUISITION,2024-07-18,438760,14731,3.36,27282.97,THB,16,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-19,478160,17209,3.6,30339.93,THB,20,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-19,582033,13400,2.3,38601.41,THB,19,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-07-20,669656,15229,2.27,27631.63,THB,22,Facebook,newsletter,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-20,852689,9095,1.07,38791.95,THB,17,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-07-21,681334,11448,1.68,33737.97,THB,19,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-21,686660,16371,2.38,27926.71,THB,19,Google,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-22,770390,14199,1.84,33393.27,THB,18,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-22,735840,12431,1.69,34949.44,THB,19,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-23,697384,24035,3.45,33344.78,THB,19,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-23,429157,16044,3.74,23316.22,THB,21,Google,affiliate,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-24,408558,13474,3.3,27173.35,THB,18,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-24,688694,18730,2.72,29367.6,THB,20,Google,,,False,False
NEW_USER_ACQUISITION,2024-07-25,735584,22601,3.07,30159.47,THB,15,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-07-25,778875,10714,1.38,33339.57,THB,14,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-26,560941,9745,1.74,31312.98,THB,26,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-26,561590,6574,1.17,24390.8,THB,23,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-27,611580,18820,3.08,32239.41,THB,27,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-27,508404,19439,3.82,33293.43,THB,31,Google,,,False,False
NEW_USER_ACQUISITION,2024-07-28,638387,7478,1.17,33061.04,THB,17,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-07-28,765094,10943,1.43,35444.57,THB,16,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-07-29,774912,21877,2.82,34315.19,THB,26,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-29,634885,13236,2.08,32600.75,THB,29,Google,,,False,False
NEW_USER_ACQUISITION,2024-07-30,511335,18958,3.71,30178.99,THB,26,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-07-30,411027,7532,1.83,22901.1,THB,22,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-07-31,708378,9928,1.4,32465.5,THB,16,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-07-31,571489,11041,1.93,31450.17,THB,14,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-01,546070,19664,3.6,31742.47,THB,29,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-01,515426,5911,1.15,24658.88,THB,37,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-02,474829,10914,2.3,25554.17,THB,21,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-02,862528,29873,3.46,35318.17,THB,20,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-03,633699,18406,2.9,30319.04,THB,23,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-03,838855,27542,3.28,33617.87,THB,23,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-04,544528,13249,2.43,30629.56,THB,24,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-04,533588,14026,2.63,30636.13,THB,25,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-05,835826,12709,1.52,34792.65,THB,20,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-05,623061,8782,1.41,28139.1,THB,15,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-06,692572,27424,3.96,30939.75,THB,15,Facebook,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-06,689048,27466,3.99,28385.09,THB,14,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-07,467691,16155,3.45,28512.18,THB,18,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-07,454776,6630,1.46,29085.54,THB,21,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-08,508047,15928,3.14,31516.26,THB,13,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-08,581366,10381,1.79,28309.73,THB,15,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-09,715326,16945,2.37,36245.08,THB,18,Facebook,newsletter,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-09,574225,18615,3.24,26407.17,THB,19,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-10,584706,17721,3.03,29645.06,THB,24,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-10,515004,9309,1.81,28488.23,THB,25,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-11,606598,14499,2.39,37119.92,THB,28,Facebook,newsletter,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-11,603356,8415,1.39,31399.24,THB,33,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-12,782933,14843,1.9,35220.69,THB,23,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-12,520103,10498,2.02,23703.56,THB,27,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-13,713520,16156,2.26,31721.75,THB,19,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-13,846748,25001,2.95,34570.06,THB,20,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-14,747810,13457,1.8,30876.45,THB,40,Facebook,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-14,851032,13011,1.53,35374.57,THB,29,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-15,611646,20451,3.34,28133.41,THB,26,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-15,617666,21841,3.54,36947.76,THB,35,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-16,635412,10190,1.6,41017.604999999996,THB,21,Facebook,newsletter,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-16,442135,10996,2.49,28840.01,THB,16,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-17,604664,9428,1.56,28461.83,THB,25,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-17,844339,24629,2.92,37149.23,THB,21,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-18,838858,25867,3.08,37726.54,THB,25,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-18,542500,7996,1.47,28107.92,THB,24,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-19,506890,9790,1.93,28577.65,THB,20,Facebook,newsletter,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-19,699333,9530,1.36,29210.84,THB,27,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-20,604653,19267,3.19,24349.14,THB,21,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-20,645751,7817,1.21,26297.17,THB,18,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-21,503985,5074,1.01,25906.06,THB,26,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-08-21,580056,13904,2.4,26987.33,THB,20,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-22,468838,4939,1.05,30341.32,THB,30,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-22,504915,10458,2.07,31571.53,THB,30,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-22,0,12,,3889.48,THB,0,Google,,tracking anomaly,False,True
NEW_USER_ACQUISITION,2024-08-23,688267,14550,2.11,37593.54,THB,20,Facebook,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-23,606254,14816,2.44,25932.53,THB,19,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-24,804338,16834,2.09,35003.27,THB,33,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-24,503531,17102,3.4,29521.0,THB,31,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-25,512359,8928,1.74,30273.7,THB,27,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-25,815013,18725,2.3,33587.3,THB,27,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-26,557501,13629,2.44,25363.55,THB,34,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-26,627217,21501,3.43,32249.52,THB,25,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-27,607962,16340,2.69,31261.52,THB,12,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-08-27,722522,15136,2.09,32752.96,THB,16,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-28,731397,29062,3.97,31822.95,THB,29,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-08-28,668222,10989,1.64,41733.0,THB,33,Google,,,False,False
NEW_USER_ACQUISITION,2024-08-29,502413,16960,3.38,27582.34,THB,21,Facebook,newsletter,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-29,689777,24499,3.55,28070.69,THB,18,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-08-30,638724,24036,3.76,27649.13,THB,22,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-08-30,534112,11080,2.07,27958.69,THB,31,Google,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-01,652853,22622,3.47,27583.95,THB,29,Facebook,affiliate,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-01,768536,11331,1.47,35939.75,THB,23,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-02,794421,30280,3.81,36998.81,THB,29,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-02,560483,11160,1.99,27888.84,THB,32,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-03,604323,7671,1.27,26691.97,THB,12,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-03,810050,23541,2.91,32656.550000000003,THB,14,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-04,543592,15168,2.79,27973.58,THB,19,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-04,577865,5785,1.0,33395.66,THB,23,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-05,657657,25379,3.86,31428.37,THB,23,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-05,365298,10216,2.8,23565.47,THB,23,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-06,762249,10526,1.38,37579.84,THB,22,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-06,850430,30349,3.57,38716.14,THB,20,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-07,469077,16799,3.58,27696.49,THB,32,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-07,538727,18044,3.35,28726.27,THB,24,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-08,624489,21093,3.38,31807.83,THB,16,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-08,761568,27364,3.59,32030.14,THB,16,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-09,752728,15802,2.1,33512.84,THB,27,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-09,793438,27415,3.46,39696.69,THB,23,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-10,568883,12127,2.13,29690.47,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-10,634100,10493,1.65,26847.79,THB,17,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-11,380468,4747,1.25,24189.61,THB,23,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-11,566023,7259,1.28,27156.0,THB,23,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-11,0,19,,7526.01,THB,0,Google,,tracking anomaly,False,True
NEW_USER_ACQUISITION,2024-09-14,756433,15310,2.02,30348.44,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-14,910341,31028,3.41,38710.1,THB,26,Google,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-15,522090,18079,3.46,28131.93,THB,18,Facebook,newsletter,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-15,682963,22019,3.22,31523.83,THB,15,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-17,521496,5716,1.1,30424.87,THB,22,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-17,872203,33733,3.87,35936.9,THB,28,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-18,809760,19240,2.38,42060.72,THB,17,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-18,428097,7450,1.74,28071.28,THB,17,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-19,490366,18702,3.81,28260.81,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-19,671500,9710,1.45,35277.04,THB,19,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-20,665127,25729,3.87,33619.65,THB,17,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-20,920526,28519,3.1,38948.69,THB,23,Google,,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-22,682675,19634,2.88,33171.47,THB,19,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-22,457883,5308,1.16,28856.170000000002,THB,19,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-23,757668,24889,3.28,33202.25,THB,18,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-23,869233,13417,1.54,35572.32,THB,21,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-24,617413,18170,2.94,34253.71,THB,32,Facebook,,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-24,505995,10693,2.11,32820.78,THB,25,Google,affiliate,backfilled,False,False
NEW_USER_ACQUISITION,2024-09-25,535042,5992,1.12,35380.04,THB,25,Facebook,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-25,557972,18120,3.25,35849.53,THB,23,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-26,698174,12060,1.73,36823.38,THB,29,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-26,625008,19542,3.13,33467.85,THB,26,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-27,530473,20912,3.94,29735.43,THB,19,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-09-27,508053,14625,2.88,31171.22,THB,21,Google,,,False,False
NEW_USER_ACQUISITION,2024-09-28,647248,19815,3.06,36019.78,THB,23,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-28,593874,17556,2.96,26762.52,THB,19,Google,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-09-29,768841,13207,1.72,32186.68,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-09-29,506388,6666,1.32,28700.47,THB,24,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-29,0,37,,3152.09,THB,0,Google,,tracking anomaly,False,True
NEW_USER_ACQUISITION,2024-09-30,493315,15429,3.13,30631.51,THB,10,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-09-30,886310,32526,3.67,36348.92,THB,9,Google,,,False,False
NEW_USER_ACQUISITION,2024-10-01,724420,26692,3.68,31374.28,THB,13,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-10-01,470388,10264,2.18,30712.45,THB,13,Google,,,False,False
NEW_USER_ACQUISITION,2024-10-02,533310,7124,1.34,24278.66,THB,26,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-10-02,589757,17466,2.96,33914.11,THB,26,Google,,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-10-03,788769,29690,3.76,33453.09,THB,20,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-10-03,832549,20271,2.43,40396.89,THB,18,Google,affiliate,,False,False
NEW_USER_ACQUISITION,2024-10-04,503390,18446,3.66,29091.91,THB,22,Facebook,affiliate,,False,False
NEW_USER_ACQUISITION,2024-10-04,698867,23279,3.33,31502.61,THB,20,Google,affiliate,backfilled,False,False
NEW_USER_ACQUISITION,2024-10-05,600628,23068,3.84,31640.93,THB,31,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-10-05,626576,21034,3.36,37716.85,THB,29,Google,,,False,False
NEW_USER_ACQUISITION,2024-10-06,732392,17098,2.33,30064.02,THB,17,Facebook,affiliate,manual adjustment,False,False
NEW_USER_ACQUISITION,2024-10-06,659150,25779,3.91,31776.52,THB,17,Google,newsletter,backfilled,False,False
NEW_USER_ACQUISITION,2024-10-07,776516,13348,1.72,33281.13,THB,22,Facebook,,,False,False
NEW_USER_ACQUISITION,2024-10-07,648448,18473,2.85,31353.74,THB,31,Google,,,False,False
NEW_USER_ACQUISITION,2024-10-08,481760,17356,3.6,28457.57,THB,34,Facebook,newsletter,,False,False
NEW_USER_ACQUISITION,2024-10-08,0,0,0.0,-1629.64,THB,0,Facebook,,billing adjustment,True,False
